"Lipid","Feature","SumOfAllFragmentsIntensities","Class","Adduct"
"1_TG(16:0_18:1_20:2)+NH4","612",1124467.7,"TG","[M+NH4]+"
"1_TG(16:0_18:1_20:2)+NH4","12664",1124467.7,"TG","[M+NH4]+"
"1_TG(16:0_18:0_20:3)+NH4","25",27352126.24,"TG","[M+NH4]+"
"1_TG(16:0_18:0_20:3)+NH4","612",253194.11,"TG","[M+NH4]+"
"1_TG(16:0_18:0_20:3)+NH4","12664",253194.11,"TG","[M+NH4]+"
"1_TG(16:1_18:2_20:0)+NH4","25",23362632.93,"TG","[M+NH4]+"
"1_TG(16:1_18:0_20:2)+NH4","25",26767247.9,"TG","[M+NH4]+"
"1_TG(16:1_18:0_20:2)+NH4","612",237298.978,"TG","[M+NH4]+"
"1_TG(16:1_18:0_20:2)+NH4","12664",237298.978,"TG","[M+NH4]+"
"1_TG(15:1_17:1_22:1)+NH4","25",687491.138,"TG","[M+NH4]+"
"1_TG(18:1_18:1_18:1)+NH4","25",57626844.1,"TG","[M+NH4]+"
"1_TG(18:1_18:1_18:1)+NH4","612",1051196.58,"TG","[M+NH4]+"
"1_TG(18:1_18:1_18:1)+NH4","12664",1051196.58,"TG","[M+NH4]+"
"1_TG(16:1_16:1_22:1)+NH4","25",827495.452,"TG","[M+NH4]+"
"1_TG(16:1_18:1_20:1)+NH4","25",58819606.9,"TG","[M+NH4]+"
"1_TG(16:1_18:1_20:1)+NH4","612",1067808.358,"TG","[M+NH4]+"
"1_TG(16:1_18:1_20:1)+NH4","12664",1067808.358,"TG","[M+NH4]+"
"1_TG(18:0_18:0_18:2)+NH4","33",31467598.1,"TG","[M+NH4]+"
"1_TG(16:0_16:0_22:2)+NH4","33",3536423.024,"TG","[M+NH4]+"
"1_TG(16:0_18:2_20:0)+NH4","33",5952042.3,"TG","[M+NH4]+"
"1_TG(16:0_18:0_20:2)+NH4","33",32737921.2,"TG","[M+NH4]+"
"1_TG(14:0_18:2_22:0)+NH4","33",2489593.38,"TG","[M+NH4]+"
"1_TG(14:0_18:0_22:2)+NH4","33",29514737.404,"TG","[M+NH4]+"
"1_TG(14:0_20:0_20:2)+NH4","33",1119368.78,"TG","[M+NH4]+"
"1_TG(18:0_18:1_18:1)+NH4","33",83854177.1,"TG","[M+NH4]+"
"1_TG(17:0_17:0_20:2)+NH4","33",663301.417,"TG","[M+NH4]+"
"1_TG(16:1_16:1_22:0)+NH4","33",580827.17,"TG","[M+NH4]+"
"1_TG(16:0_16:1_22:1)+NH4","33",3685517.48,"TG","[M+NH4]+"
"1_TG(16:0_18:1_20:1)+NH4","33",61326241.1,"TG","[M+NH4]+"
"1_TG(16:1_18:1_20:0)+NH4","33",55367940.47,"TG","[M+NH4]+"
"1_TG(16:1_18:0_20:1)+NH4","33",33009210.27,"TG","[M+NH4]+"
"1_TG(14:1_16:1_24:0)+NH4","33",574662.237,"TG","[M+NH4]+"
"1_TG(14:0_18:1_22:1)+NH4","33",54919311.69,"TG","[M+NH4]+"
"1_TG(14:0_20:1_20:1)+NH4","33",3918685.48,"TG","[M+NH4]+"
"1_TG(14:1_18:1_22:0)+NH4","33",54861937.523,"TG","[M+NH4]+"
"1_TG(14:1_18:0_22:1)+NH4","33",29558726.833,"TG","[M+NH4]+"
"1_TG(14:1_20:0_20:1)+NH4","33",4347103.823,"TG","[M+NH4]+"
"1_TG(18:0_18:0_18:1)+NH4","77",14283328,"TG","[M+NH4]+"
"1_TG(16:0_16:0_22:1)+NH4","77",1286333.18,"TG","[M+NH4]+"
"1_TG(16:0_16:1_22:0)+NH4","77",1389828.23,"TG","[M+NH4]+"
"1_TG(16:0_18:1_20:0)+NH4","77",7268607,"TG","[M+NH4]+"
"1_TG(16:0_18:0_20:1)+NH4","77",10624502.8,"TG","[M+NH4]+"
"1_TG(16:1_18:0_20:0)+NH4","77",10344854.15,"TG","[M+NH4]+"
"1_TG(14:0_16:1_24:0)+NH4","77",229890.62,"TG","[M+NH4]+"
"1_TG(14:0_16:0_24:1)+NH4","77",1288477.64,"TG","[M+NH4]+"
"1_TG(14:1_16:0_24:0)+NH4","77",1267991.868,"TG","[M+NH4]+"
"1_TG(14:0_18:1_22:0)+NH4","77",5255486.82,"TG","[M+NH4]+"
"1_TG(14:0_18:0_22:1)+NH4","77",9358091.92,"TG","[M+NH4]+"
"1_TG(14:0_20:0_20:1)+NH4","77",1390423.54,"TG","[M+NH4]+"
"1_TG(14:1_18:0_22:0)+NH4","77",9369835.218,"TG","[M+NH4]+"
"1_TG(14:1_20:0_20:0)+NH4","77",1132186.138,"TG","[M+NH4]+"
"1_TG(12:0_18:1_24:0)+NH4","77",5158525.6,"TG","[M+NH4]+"
"1_TG(12:0_18:0_24:1)+NH4","77",9293359.77,"TG","[M+NH4]+"
"1_TG(12:0_20:1_22:0)+NH4","77",440279.75,"TG","[M+NH4]+"
"1_TG(12:0_20:0_22:1)+NH4","77",1186989.05,"TG","[M+NH4]+"
"1_TG(17:0_17:0_20:1)+NH4","77",337561.105,"TG","[M+NH4]+"
"1_TG(17:0_18:1_19:0)+NH4","77",5128055.072,"TG","[M+NH4]+"
"1_TG(16:1_17:0_21:0)+NH4","77",172592.079,"TG","[M+NH4]+"
"1_TG(16:1_19:0_19:0)+NH4","77",168715.917,"TG","[M+NH4]+"
"1_TG(15:0_15:0_24:1)+NH4","77",119944.313,"TG","[M+NH4]+"
"1_TG(15:0_17:0_22:1)+NH4","77",162322.898,"TG","[M+NH4]+"
"1_TG(15:0_18:1_21:0)+NH4","77",5125248.037,"TG","[M+NH4]+"
"1_TG(15:0_19:0_20:1)+NH4","77",336868.98,"TG","[M+NH4]+"
"1_TG(14:1_19:0_21:0)+NH4","77",118828.529,"TG","[M+NH4]+"
"1_TG(18:0_18:0_18:0)+NH4","238",1673343.12,"TG","[M+NH4]+"
"1_TG(16:0_16:0_22:0)+NH4","238",663014.62,"TG","[M+NH4]+"
"1_TG(16:0_18:0_20:0)+NH4","238",2356795.52,"TG","[M+NH4]+"
"1_TG(14:0_14:0_26:0)+NH4","238",65864.624,"TG","[M+NH4]+"
"1_TG(14:0_16:0_24:0)+NH4","238",566410.5,"TG","[M+NH4]+"
"1_TG(14:0_18:0_22:0)+NH4","238",1893457.39,"TG","[M+NH4]+"
"1_TG(14:0_20:0_20:0)+NH4","238",282064.29,"TG","[M+NH4]+"
"1_TG(12:0_16:0_26:0)+NH4","238",491637.62,"TG","[M+NH4]+"
"1_TG(12:0_18:0_24:0)+NH4","238",1716640.496,"TG","[M+NH4]+"
"1_TG(12:0_20:0_22:0)+NH4","238",421965.786,"TG","[M+NH4]+"
"1_TG(17:0_17:0_20:0)+NH4","238",243119.11,"TG","[M+NH4]+"
"1_TG(17:0_18:0_19:0)+NH4","238",1679130.4,"TG","[M+NH4]+"
"1_TG(16:0_19:0_19:0)+NH4","238",487632.81,"TG","[M+NH4]+"
"1_TG(15:0_15:0_24:0)+NH4","238",65649.51,"TG","[M+NH4]+"
"1_TG(15:0_16:0_23:0)+NH4","238",491140.301,"TG","[M+NH4]+"
"1_TG(15:0_17:0_22:0)+NH4","238",207149.99,"TG","[M+NH4]+"
"1_TG(15:0_19:0_20:0)+NH4","238",248179.99,"TG","[M+NH4]+"
"1_TG(14:0_17:0_23:0)+NH4","238",66746.881,"TG","[M+NH4]+"
"1_TG(12:0_19:0_23:0)+NH4","238",28290.977,"TG","[M+NH4]+"
"1_TG(18:2_18:2_19:0)+NH4","589",479161.3,"TG","[M+NH4]+"
"1_TG(17:0_18:2_20:2)+NH4","589",565513.63,"TG","[M+NH4]+"
"1_TG(17:1_18:2_20:1)+NH4","589",454879.43,"TG","[M+NH4]+"
"1_TG(17:1_18:1_20:2)+NH4","589",478798.45,"TG","[M+NH4]+"
"1_TG(17:1_18:0_20:3)+NH4","589",136921.67,"TG","[M+NH4]+"
"1_TG(17:2_18:0_20:2)+NH4","589",99103.514,"TG","[M+NH4]+"
"1_TG(16:0_17:1_22:3)+NH4","589",78796.889,"TG","[M+NH4]+"
"1_TG(16:0_17:0_22:4)+NH4","589",144251.985,"TG","[M+NH4]+"
"1_TG(15:0_18:0_22:4)+NH4","589",43713.089,"TG","[M+NH4]+"
"1_TG(15:0_20:2_20:2)+NH4","589",76620.074,"TG","[M+NH4]+"
"1_TG(18:1_18:3_19:0)+NH4","589",467612.826,"TG","[M+NH4]+"
"1_TG(17:0_18:3_20:1)+NH4","589",132745.336,"TG","[M+NH4]+"
"1_TG(17:0_18:1_20:3)+NH4","589",556990.23,"TG","[M+NH4]+"
"1_TG(17:2_18:1_20:1)+NH4","589",408537.874,"TG","[M+NH4]+"
"1_TG(16:1_17:0_22:3)+NH4","589",116733.953,"TG","[M+NH4]+"
"1_TG(16:1_19:0_20:3)+NH4","589",156172.724,"TG","[M+NH4]+"
"1_TG(15:0_18:1_22:3)+NH4","589",398326.553,"TG","[M+NH4]+"
"1_TG(15:0_20:1_20:3)+NH4","589",102897.834,"TG","[M+NH4]+"
"1_TG(18:3_18:3_20:4)+NH4","1238",70738.13,"TG","[M+NH4]+"
"1_TG(18:2_18:3_20:5)+NH4","1238",237459.53,"TG","[M+NH4]+"
"1_TG(17:1_18:2_20:0)+NH4","333",391392.72,"TG","[M+NH4]+"
"1_TG(17:1_18:0_20:2)+NH4","333",401792.1,"TG","[M+NH4]+"
"1_TG(16:0_17:1_22:2)+NH4","333",180427.867,"TG","[M+NH4]+"
"1_TG(15:1_18:0_22:2)+NH4","333",205405.32,"TG","[M+NH4]+"
"1_TG(15:1_20:0_20:2)+NH4","333",161116.373,"TG","[M+NH4]+"
"1_TG(18:1_18:2_19:0)+NH4","333",2538439.98,"TG","[M+NH4]+"
"1_TG(18:0_18:3_19:0)+NH4","333",352916,"TG","[M+NH4]+"
"1_TG(17:0_18:3_20:0)+NH4","333",188551.82,"TG","[M+NH4]+"
"1_TG(17:0_18:2_20:1)+NH4","333",571768.28,"TG","[M+NH4]+"
"1_TG(17:0_18:1_20:2)+NH4","333",2384475.18,"TG","[M+NH4]+"
"1_TG(17:0_18:0_20:3)+NH4","333",357621.91,"TG","[M+NH4]+"
"1_TG(17:1_18:1_20:1)+NH4","333",2369345.7,"TG","[M+NH4]+"
"1_TG(17:1_17:2_21:0)+NH4","333",134794.312,"TG","[M+NH4]+"
"1_TG(17:2_18:1_20:0)+NH4","333",2145993.222,"TG","[M+NH4]+"
"1_TG(17:2_18:0_20:1)+NH4","333",343685.702,"TG","[M+NH4]+"
"1_TG(16:0_17:2_22:1)+NH4","333",91684.698,"TG","[M+NH4]+"
"1_TG(16:0_17:0_22:3)+NH4","333",223148.229,"TG","[M+NH4]+"
"1_TG(16:0_18:3_21:0)+NH4","333",106042.49,"TG","[M+NH4]+"
"1_TG(16:0_19:0_20:3)+NH4","333",256332.91,"TG","[M+NH4]+"
"1_TG(16:1_17:1_22:1)+NH4","333",141541.916,"TG","[M+NH4]+"
"1_TG(16:1_17:0_22:2)+NH4","333",187308.167,"TG","[M+NH4]+"
"1_TG(16:1_18:2_21:0)+NH4","333",315763.69,"TG","[M+NH4]+"
"1_TG(16:1_19:0_20:2)+NH4","333",307383.4,"TG","[M+NH4]+"
"1_TG(15:0_18:2_22:1)+NH4","333",302691.989,"TG","[M+NH4]+"
"1_TG(15:0_18:1_22:2)+NH4","333",2146035.66,"TG","[M+NH4]+"
"1_TG(15:0_18:0_22:3)+NH4","333",206072.942,"TG","[M+NH4]+"
"1_TG(15:0_20:0_20:3)+NH4","333",74893.443,"TG","[M+NH4]+"
"1_TG(15:0_20:1_20:2)+NH4","333",299439.193,"TG","[M+NH4]+"
"1_TG(15:1_18:1_22:1)+NH4","333",2142322.149,"TG","[M+NH4]+"
"1_TG(15:1_20:1_20:1)+NH4","333",180144.453,"TG","[M+NH4]+"
"1_TG(14:0_19:0_22:3)+NH4","333",184467.349,"TG","[M+NH4]+"
"1_TG(14:0_20:3_21:0)+NH4","333",72067.52,"TG","[M+NH4]+"
"1_TG(18:2_18:2_20:5)+NH4","270",962409.27,"TG","[M+NH4]+"
"1_TG(18:2_18:3_20:4)+NH4","270",1483933.27,"TG","[M+NH4]+"
"1_TG(18:3_18:4_20:2)+NH4","270",360741.247,"TG","[M+NH4]+"
"1_TG(18:2_18:4_20:3)+NH4","270",429674.76,"TG","[M+NH4]+"
"1_TG(18:1_18:4_20:4)+NH4","270",872646.67,"TG","[M+NH4]+"
"1_TG(16:0_18:4_22:5)+NH4","270",77870.857,"TG","[M+NH4]+"
"1_TG(16:0_18:3_22:6)+NH4","270",442603.047,"TG","[M+NH4]+"
"1_TG(16:0_20:4_20:5)+NH4","270",1378520.907,"TG","[M+NH4]+"
"1_TG(16:1_18:4_22:4)+NH4","270",84751.473,"TG","[M+NH4]+"
"1_TG(16:1_18:2_22:6)+NH4","270",525810.62,"TG","[M+NH4]+"
"1_TG(16:1_20:4_20:4)+NH4","270",844732.48,"TG","[M+NH4]+"
"1_TG(18:3_18:3_20:3)+NH4","270",359214.65,"TG","[M+NH4]+"
"1_TG(18:1_18:3_20:5)+NH4","270",950775.56,"TG","[M+NH4]+"
"1_TG(16:1_18:3_22:5)+NH4","270",397499.92,"TG","[M+NH4]+"
"1_TG(16:1_20:3_20:5)+NH4","270",643891.46,"TG","[M+NH4]+"
"1_TG(18:0_18:2_19:0)+NH4","461",994430.42,"TG","[M+NH4]+"
"1_TG(17:0_18:2_20:0)+NH4","461",414670.31,"TG","[M+NH4]+"
"1_TG(17:0_18:0_20:2)+NH4","461",717226.05,"TG","[M+NH4]+"
"1_TG(17:1_17:1_21:0)+NH4","461",136572.96,"TG","[M+NH4]+"
"1_TG(17:1_18:1_20:0)+NH4","461",1408126.43,"TG","[M+NH4]+"
"1_TG(17:1_18:0_20:1)+NH4","461",774769.84,"TG","[M+NH4]+"
"1_TG(16:0_17:1_22:1)+NH4","461",227330.72,"TG","[M+NH4]+"
"1_TG(16:0_17:0_22:2)+NH4","461",389396.116,"TG","[M+NH4]+"
"1_TG(16:0_18:2_21:0)+NH4","461",356989.74,"TG","[M+NH4]+"
"1_TG(16:0_19:0_20:2)+NH4","461",564249.55,"TG","[M+NH4]+"
"1_TG(16:1_17:1_22:0)+NH4","461",98973.53,"TG","[M+NH4]+"
"1_TG(15:1_16:1_24:0)+NH4","461",60975.34,"TG","[M+NH4]+"
"1_TG(15:1_16:0_24:1)+NH4","461",179182.525,"TG","[M+NH4]+"
"1_TG(15:0_18:2_22:0)+NH4","461",176781.42,"TG","[M+NH4]+"
"1_TG(15:0_18:0_22:2)+NH4","461",513436.156,"TG","[M+NH4]+"
"1_TG(15:1_17:1_23:0)+NH4","461",88212.79,"TG","[M+NH4]+"
"1_TG(15:0_20:0_20:2)+NH4","461",108529.48,"TG","[M+NH4]+"
"1_TG(15:1_18:1_22:0)+NH4","461",1338518.32,"TG","[M+NH4]+"
"1_TG(15:1_18:0_22:1)+NH4","461",519651.54,"TG","[M+NH4]+"
"1_TG(15:1_20:0_20:1)+NH4","461",334354.05,"TG","[M+NH4]+"
"1_TG(14:0_17:1_24:1)+NH4","461",76318.327,"TG","[M+NH4]+"
"1_TG(14:0_18:2_23:0)+NH4","461",165400.252,"TG","[M+NH4]+"
"1_TG(14:1_17:1_24:0)+NH4","461",71145.407,"TG","[M+NH4]+"
"1_TG(14:0_19:0_22:2)+NH4","461",425876.238,"TG","[M+NH4]+"
"1_TG(14:0_20:2_21:0)+NH4","461",116265.492,"TG","[M+NH4]+"
"1_TG(18:1_18:1_19:0)+NH4","461",1702586.12,"TG","[M+NH4]+"
"1_TG(17:0_18:1_20:1)+NH4","461",1779998.42,"TG","[M+NH4]+"
"1_TG(16:1_16:1_23:0)+NH4","461",58466.76,"TG","[M+NH4]+"
"1_TG(16:1_17:0_22:1)+NH4","461",285335.33,"TG","[M+NH4]+"
"1_TG(16:1_18:1_21:0)+NH4","461",1408450.47,"TG","[M+NH4]+"
"1_TG(16:1_19:0_20:1)+NH4","461",679797.95,"TG","[M+NH4]+"
"1_TG(15:0_16:1_24:1)+NH4","461",68906.355,"TG","[M+NH4]+"
"1_TG(15:0_18:1_22:1)+NH4","461",1356599.34,"TG","[M+NH4]+"
"1_TG(15:0_20:1_20:1)+NH4","461",291918.06,"TG","[M+NH4]+"
"1_TG(14:1_17:0_24:1)+NH4","461",247357.202,"TG","[M+NH4]+"
"1_TG(14:1_18:1_23:0)+NH4","461",1329895.247,"TG","[M+NH4]+"
"1_TG(14:1_19:0_22:1)+NH4","461",434849.717,"TG","[M+NH4]+"
"1_TG(14:1_20:1_21:0)+NH4","461",344848.157,"TG","[M+NH4]+"
"1_TG(18:2_18:2_20:4)+NH4","122",6053134.7,"TG","[M+NH4]+"
"1_TG(18:2_18:2_20:4)+NH4","129",1557348.77,"TG","[M+NH4]+"
"1_TG(18:2_18:4_20:2)+NH4","122",1998756.888,"TG","[M+NH4]+"
"1_TG(18:2_18:4_20:2)+NH4","129",907723.249,"TG","[M+NH4]+"
"1_TG(18:0_18:4_20:4)+NH4","129",764703.881,"TG","[M+NH4]+"
"1_TG(17:1_17:1_22:6)+NH4","122",183339.616,"TG","[M+NH4]+"
"1_TG(16:0_18:4_22:4)+NH4","122",321857.5,"TG","[M+NH4]+"
"1_TG(16:0_18:4_22:4)+NH4","129",1025016.661,"TG","[M+NH4]+"
"1_TG(16:0_18:2_22:6)+NH4","122",2205389.74,"TG","[M+NH4]+"
"1_TG(16:0_18:2_22:6)+NH4","129",6124311.47,"TG","[M+NH4]+"
"1_TG(16:0_20:4_20:4)+NH4","122",4370885.4,"TG","[M+NH4]+"
"1_TG(16:0_20:4_20:4)+NH4","129",1675364.97,"TG","[M+NH4]+"
"1_TG(14:0_20:4_22:4)+NH4","122",4219547.439,"TG","[M+NH4]+"
"1_TG(14:0_20:2_22:6)+NH4","122",195765.867,"TG","[M+NH4]+"
"1_TG(18:1_18:2_20:5)+NH4","122",3722799.7,"TG","[M+NH4]+"
"1_TG(18:1_18:2_20:5)+NH4","129",1165016.47,"TG","[M+NH4]+"
"1_TG(18:3_18:3_20:2)+NH4","122",684701.038,"TG","[M+NH4]+"
"1_TG(18:3_18:3_20:2)+NH4","129",152394.412,"TG","[M+NH4]+"
"1_TG(18:2_18:3_20:3)+NH4","122",2642590.7,"TG","[M+NH4]+"
"1_TG(18:2_18:3_20:3)+NH4","129",984390.63,"TG","[M+NH4]+"
"1_TG(18:1_18:3_20:4)+NH4","122",5241534.9,"TG","[M+NH4]+"
"1_TG(18:1_18:3_20:4)+NH4","129",952876.57,"TG","[M+NH4]+"
"1_TG(18:0_18:3_20:5)+NH4","129",287147.644,"TG","[M+NH4]+"
"1_TG(18:1_18:4_20:3)+NH4","122",728477.55,"TG","[M+NH4]+"
"1_TG(18:1_18:4_20:3)+NH4","129",258001.167,"TG","[M+NH4]+"
"1_TG(16:0_18:3_22:5)+NH4","122",1242056.6,"TG","[M+NH4]+"
"1_TG(16:0_18:3_22:5)+NH4","129",1233954.67,"TG","[M+NH4]+"
"1_TG(16:0_20:3_20:5)+NH4","122",1674585.2,"TG","[M+NH4]+"
"1_TG(16:0_20:3_20:5)+NH4","129",1163944.23,"TG","[M+NH4]+"
"1_TG(16:1_18:3_22:4)+NH4","122",766603.82,"TG","[M+NH4]+"
"1_TG(16:1_18:3_22:4)+NH4","129",286065.724,"TG","[M+NH4]+"
"1_TG(16:1_18:2_22:5)+NH4","122",2437225.57,"TG","[M+NH4]+"
"1_TG(16:1_18:2_22:5)+NH4","129",1184699.87,"TG","[M+NH4]+"
"1_TG(16:1_18:1_22:6)+NH4","122",736022.91,"TG","[M+NH4]+"
"1_TG(16:1_18:1_22:6)+NH4","129",4658971.07,"TG","[M+NH4]+"
"1_TG(16:1_20:2_20:5)+NH4","122",1475497.708,"TG","[M+NH4]+"
"1_TG(16:1_20:2_20:5)+NH4","129",348325.912,"TG","[M+NH4]+"
"1_TG(16:1_20:3_20:4)+NH4","122",4388489.37,"TG","[M+NH4]+"
"1_TG(16:1_20:3_20:4)+NH4","129",902549.53,"TG","[M+NH4]+"
"1_TG(14:0_20:3_22:5)+NH4","122",626689.189,"TG","[M+NH4]+"
"1_TG(17:1_18:0_20:0)+NH4","585",568276.21,"TG","[M+NH4]+"
"1_TG(16:0_17:1_22:0)+NH4","585",567677.56,"TG","[M+NH4]+"
"1_TG(15:1_16:0_24:0)+NH4","585",483097.403,"TG","[M+NH4]+"
"1_TG(15:1_18:0_22:0)+NH4","585",489242.633,"TG","[M+NH4]+"
"1_TG(15:1_20:0_20:0)+NH4","585",149321.283,"TG","[M+NH4]+"
"1_TG(14:0_15:1_26:0)+NH4","585",65996.226,"TG","[M+NH4]+"
"1_TG(14:0_17:1_24:0)+NH4","585",99902.58,"TG","[M+NH4]+"
"1_TG(12:0_17:1_26:0)+NH4","585",49906.818,"TG","[M+NH4]+"
"1_TG(18:0_18:1_19:0)+NH4","585",1289808.14,"TG","[M+NH4]+"
"1_TG(17:0_18:1_20:0)+NH4","585",926051.84,"TG","[M+NH4]+"
"1_TG(17:0_18:0_20:1)+NH4","585",576808.1,"TG","[M+NH4]+"
"1_TG(17:0_17:1_21:0)+NH4","585",518584.21,"TG","[M+NH4]+"
"1_TG(17:1_19:0_19:0)+NH4","585",272499.71,"TG","[M+NH4]+"
"1_TG(16:0_17:0_22:1)+NH4","585",612973.3,"TG","[M+NH4]+"
"1_TG(16:0_16:1_23:0)+NH4","585",580358.73,"TG","[M+NH4]+"
"1_TG(16:0_18:1_21:0)+NH4","585",1459549.54,"TG","[M+NH4]+"
"1_TG(16:0_19:0_20:1)+NH4","585",728573.9,"TG","[M+NH4]+"
"1_TG(16:1_17:0_22:0)+NH4","585",262226.7,"TG","[M+NH4]+"
"1_TG(16:1_18:0_21:0)+NH4","585",796323.05,"TG","[M+NH4]+"
"1_TG(16:1_19:0_20:0)+NH4","585",414591.15,"TG","[M+NH4]+"
"1_TG(15:0_15:1_25:0)+NH4","585",83706.753,"TG","[M+NH4]+"
"1_TG(15:0_16:1_24:0)+NH4","585",119282.8,"TG","[M+NH4]+"
"1_TG(15:0_16:0_24:1)+NH4","585",522626.929,"TG","[M+NH4]+"
"1_TG(15:0_17:1_23:0)+NH4","585",165821.22,"TG","[M+NH4]+"
"1_TG(15:0_18:1_22:0)+NH4","585",788654.52,"TG","[M+NH4]+"
"1_TG(15:0_18:0_22:1)+NH4","585",476174.63,"TG","[M+NH4]+"
"1_TG(15:1_17:0_23:0)+NH4","585",224184.963,"TG","[M+NH4]+"
"1_TG(15:0_20:0_20:1)+NH4","585",228018.93,"TG","[M+NH4]+"
"1_TG(15:1_19:0_21:0)+NH4","585",591915.083,"TG","[M+NH4]+"
"1_TG(14:1_15:0_26:0)+NH4","585",72203.04,"TG","[M+NH4]+"
"1_TG(14:0_16:1_25:0)+NH4","585",115049.44,"TG","[M+NH4]+"
"1_TG(14:1_16:0_25:0)+NH4","585",485070.857,"TG","[M+NH4]+"
"1_TG(14:0_17:0_24:1)+NH4","585",197795.849,"TG","[M+NH4]+"
"1_TG(14:0_18:1_23:0)+NH4","585",781955.47,"TG","[M+NH4]+"
"1_TG(14:1_17:0_24:0)+NH4","585",164473.137,"TG","[M+NH4]+"
"1_TG(14:0_19:0_22:1)+NH4","585",303109.35,"TG","[M+NH4]+"
"1_TG(14:0_20:1_21:0)+NH4","585",436685.55,"TG","[M+NH4]+"
"1_TG(14:1_18:0_23:0)+NH4","585",488750.397,"TG","[M+NH4]+"
"1_TG(14:1_19:0_22:0)+NH4","585",322384.167,"TG","[M+NH4]+"
"1_TG(14:1_20:0_21:0)+NH4","585",492724.217,"TG","[M+NH4]+"
"1_TG(12:0_18:1_25:0)+NH4","585",683751.595,"TG","[M+NH4]+"
"1_TG(12:0_19:0_24:1)+NH4","585",255037.314,"TG","[M+NH4]+"
"1_TG(12:0_20:1_23:0)+NH4","585",126196.895,"TG","[M+NH4]+"
"1_TG(12:0_21:0_22:1)+NH4","585",378326.415,"TG","[M+NH4]+"
"1_TG(18:2_18:2_20:3)+NH4","81",2585350.1,"TG","[M+NH4]+"
"1_TG(18:2_18:2_20:3)+NH4","151",454476.63,"TG","[M+NH4]+"
"1_TG(18:1_18:2_20:4)+NH4","81",6821133.7,"TG","[M+NH4]+"
"1_TG(18:1_18:2_20:4)+NH4","151",1255830.77,"TG","[M+NH4]+"
"1_TG(18:1_18:2_20:4)+NH4","16016",5764.726,"TG","[M+NH4]+"
"1_TG(18:0_18:2_20:5)+NH4","81",3611679.14,"TG","[M+NH4]+"
"1_TG(18:0_18:2_20:5)+NH4","151",767293.23,"TG","[M+NH4]+"
"1_TG(18:2_18:3_20:2)+NH4","81",2472636.13,"TG","[M+NH4]+"
"1_TG(18:2_18:3_20:2)+NH4","151",516092.423,"TG","[M+NH4]+"
"1_TG(18:0_18:3_20:4)+NH4","81",3740673.24,"TG","[M+NH4]+"
"1_TG(18:0_18:3_20:4)+NH4","151",621434.73,"TG","[M+NH4]+"
"1_TG(18:2_18:4_20:1)+NH4","81",2361464.719,"TG","[M+NH4]+"
"1_TG(18:2_18:4_20:1)+NH4","151",432738.399,"TG","[M+NH4]+"
"1_TG(18:1_18:4_20:2)+NH4","81",1143952.033,"TG","[M+NH4]+"
"1_TG(18:1_18:4_20:2)+NH4","151",527489.249,"TG","[M+NH4]+"
"1_TG(18:0_18:4_20:3)+NH4","81",397499.543,"TG","[M+NH4]+"
"1_TG(18:0_18:4_20:3)+NH4","151",185478.916,"TG","[M+NH4]+"
"1_TG(16:0_18:4_22:3)+NH4","81",1607046.585,"TG","[M+NH4]+"
"1_TG(16:0_18:3_22:4)+NH4","81",1790932.25,"TG","[M+NH4]+"
"1_TG(16:0_18:3_22:4)+NH4","151",912677.662,"TG","[M+NH4]+"
"1_TG(16:0_18:2_22:5)+NH4","81",5780116.3,"TG","[M+NH4]+"
"1_TG(16:0_18:2_22:5)+NH4","151",2604422.57,"TG","[M+NH4]+"
"1_TG(16:0_18:2_22:5)+NH4","16016",5242.664,"TG","[M+NH4]+"
"1_TG(16:0_18:1_22:6)+NH4","81",2620296.86,"TG","[M+NH4]+"
"1_TG(16:0_18:1_22:6)+NH4","151",2965599.17,"TG","[M+NH4]+"
"1_TG(16:0_18:1_22:6)+NH4","16016",13196.732,"TG","[M+NH4]+"
"1_TG(16:0_20:2_20:5)+NH4","81",2844827.03,"TG","[M+NH4]+"
"1_TG(16:0_20:2_20:5)+NH4","151",1076588.423,"TG","[M+NH4]+"
"1_TG(16:0_20:3_20:4)+NH4","81",5307829.1,"TG","[M+NH4]+"
"1_TG(16:0_20:3_20:4)+NH4","151",1223115.63,"TG","[M+NH4]+"
"1_TG(16:1_18:4_22:2)+NH4","81",233090.964,"TG","[M+NH4]+"
"1_TG(16:1_18:2_22:4)+NH4","81",2533317.44,"TG","[M+NH4]+"
"1_TG(16:1_18:2_22:4)+NH4","151",455169.692,"TG","[M+NH4]+"
"1_TG(16:1_18:0_22:6)+NH4","81",282221.59,"TG","[M+NH4]+"
"1_TG(16:1_18:0_22:6)+NH4","151",1873695.16,"TG","[M+NH4]+"
"1_TG(16:1_20:2_20:4)+NH4","81",3716206.32,"TG","[M+NH4]+"
"1_TG(16:1_20:2_20:4)+NH4","151",473221.953,"TG","[M+NH4]+"
"1_TG(14:0_20:5_22:2)+NH4","81",1370567.752,"TG","[M+NH4]+"
"1_TG(14:0_20:4_22:3)+NH4","81",3615902.663,"TG","[M+NH4]+"
"1_TG(14:0_20:3_22:4)+NH4","81",456614.631,"TG","[M+NH4]+"
"1_TG(14:0_20:2_22:5)+NH4","81",2111790.711,"TG","[M+NH4]+"
"1_TG(14:0_20:1_22:6)+NH4","81",169483.957,"TG","[M+NH4]+"
