Plasmenyl-TG,[M+NH4]+,NL R2COOH,NL R3COOH
plasmenyl-TG(P-16:1_17:0_22:0)+NH4,904.8693,617.5867,547.5085
plasmenyl-TG(P-16:1_17:0_22:1)+NH4,902.8537,615.5711,547.5085
plasmenyl-TG(P-16:1_17:0_22:2)+NH4,900.838,613.5554,547.5085
plasmenyl-TG(P-16:1_17:0_22:3)+NH4,898.8224,611.5398,547.5085
plasmenyl-TG(P-16:1_17:0_22:4)+NH4,896.8067,609.5241,547.5085
plasmenyl-TG(P-16:1_17:0_22:5)+NH4,894.7911,607.5085,547.5085
plasmenyl-TG(P-16:1_17:0_22:6)+NH4,892.7754,605.4928,547.5085
plasmenyl-TG(P-16:1_17:0_23:0)+NH4,918.885,631.6024,547.5085
plasmenyl-TG(P-16:1_17:0_24:0)+NH4,932.9006,645.618,547.5085
plasmenyl-TG(P-16:1_17:0_24:1)+NH4,930.885,643.6024,547.5085
plasmenyl-TG(P-16:1_17:0_25:0)+NH4,946.9163,659.6337,547.5085
plasmenyl-TG(P-16:1_17:0_26:0)+NH4,960.9319,673.6493,547.5085
plasmenyl-TG(P-16:1_17:1_17:1)+NH4,830.7597,545.4928,545.4928
plasmenyl-TG(P-16:1_17:1_17:2)+NH4,828.7441,543.4772,545.4928
plasmenyl-TG(P-16:1_17:1_18:0)+NH4,846.791,561.5241,545.4928
plasmenyl-TG(P-16:1_17:1_18:1)+NH4,844.7754,559.5085,545.4928
plasmenyl-TG(P-16:1_17:1_18:2)+NH4,842.7597,557.4928,545.4928
plasmenyl-TG(P-16:1_17:1_18:3)+NH4,840.7441,555.4772,545.4928
plasmenyl-TG(P-16:1_17:1_18:4)+NH4,838.7284,553.4615,545.4928
plasmenyl-TG(P-16:1_17:1_19:0)+NH4,860.8067,575.5398,545.4928
plasmenyl-TG(P-16:1_17:1_20:0)+NH4,874.8223,589.5554,545.4928
plasmenyl-TG(P-16:1_17:1_20:1)+NH4,872.8067,587.5398,545.4928
plasmenyl-TG(P-16:1_17:1_20:2)+NH4,870.791,585.5241,545.4928
plasmenyl-TG(P-16:1_17:1_20:3)+NH4,868.7754,583.5085,545.4928
plasmenyl-TG(P-16:1_17:1_20:4)+NH4,866.7597,581.4928,545.4928
plasmenyl-TG(P-16:1_17:1_20:5)+NH4,864.7441,579.4772,545.4928
plasmenyl-TG(P-16:1_17:1_21:0)+NH4,888.838,603.5711,545.4928
plasmenyl-TG(P-16:1_17:1_22:0)+NH4,902.8536,617.5867,545.4928
plasmenyl-TG(P-16:1_17:1_22:1)+NH4,900.838,615.5711,545.4928
plasmenyl-TG(P-16:1_17:1_22:2)+NH4,898.8223,613.5554,545.4928
plasmenyl-TG(P-16:1_17:1_22:3)+NH4,896.8067,611.5398,545.4928
plasmenyl-TG(P-16:1_17:1_22:4)+NH4,894.791,609.5241,545.4928
plasmenyl-TG(P-16:1_17:1_22:5)+NH4,892.7754,607.5085,545.4928
plasmenyl-TG(P-16:1_17:1_22:6)+NH4,890.7597,605.4928,545.4928
plasmenyl-TG(P-16:1_17:1_23:0)+NH4,916.8693,631.6024,545.4928
plasmenyl-TG(P-16:1_17:1_24:0)+NH4,930.8849,645.618,545.4928
plasmenyl-TG(P-16:1_17:1_24:1)+NH4,928.8693,643.6024,545.4928
plasmenyl-TG(P-16:1_17:1_25:0)+NH4,944.9006,659.6337,545.4928
plasmenyl-TG(P-16:1_17:1_26:0)+NH4,958.9162,673.6493,545.4928
plasmenyl-TG(P-16:1_17:2_17:2)+NH4,826.7285,543.4772,543.4772
plasmenyl-TG(P-16:1_17:2_18:0)+NH4,844.7754,561.5241,543.4772
plasmenyl-TG(P-16:1_17:2_18:1)+NH4,842.7598,559.5085,543.4772
plasmenyl-TG(P-16:1_17:2_18:2)+NH4,840.7441,557.4928,543.4772
plasmenyl-TG(P-16:1_17:2_18:3)+NH4,838.7285,555.4772,543.4772
plasmenyl-TG(P-16:1_17:2_18:4)+NH4,836.7128,553.4615,543.4772
plasmenyl-TG(P-16:1_17:2_19:0)+NH4,858.7911,575.5398,543.4772
plasmenyl-TG(P-16:1_17:2_20:0)+NH4,872.8067,589.5554,543.4772
plasmenyl-TG(P-16:1_17:2_20:1)+NH4,870.7911,587.5398,543.4772
plasmenyl-TG(P-16:1_17:2_20:2)+NH4,868.7754,585.5241,543.4772
plasmenyl-TG(P-16:1_17:2_20:3)+NH4,866.7598,583.5085,543.4772
plasmenyl-TG(P-16:1_17:2_20:4)+NH4,864.7441,581.4928,543.4772
plasmenyl-TG(P-16:1_17:2_20:5)+NH4,862.7285,579.4772,543.4772
plasmenyl-TG(P-16:1_17:2_21:0)+NH4,886.8224,603.5711,543.4772
plasmenyl-TG(P-16:1_17:2_22:0)+NH4,900.838,617.5867,543.4772
plasmenyl-TG(P-16:1_17:2_22:1)+NH4,898.8224,615.5711,543.4772
plasmenyl-TG(P-16:1_17:2_22:2)+NH4,896.8067,613.5554,543.4772
plasmenyl-TG(P-16:1_17:2_22:3)+NH4,894.7911,611.5398,543.4772
plasmenyl-TG(P-16:1_17:2_22:4)+NH4,892.7754,609.5241,543.4772
plasmenyl-TG(P-16:1_17:2_22:5)+NH4,890.7598,607.5085,543.4772
plasmenyl-TG(P-16:1_17:2_22:6)+NH4,888.7441,605.4928,543.4772
plasmenyl-TG(P-16:1_17:2_23:0)+NH4,914.8537,631.6024,543.4772
plasmenyl-TG(P-16:1_17:2_24:0)+NH4,928.8693,645.618,543.4772
plasmenyl-TG(P-16:1_17:2_24:1)+NH4,926.8537,643.6024,543.4772
plasmenyl-TG(P-16:1_17:2_25:0)+NH4,942.885,659.6337,543.4772
plasmenyl-TG(P-16:1_17:2_26:0)+NH4,956.9006,673.6493,543.4772
plasmenyl-TG(P-16:1_18:0_18:0)+NH4,862.8223,561.5241,561.5241
plasmenyl-TG(P-16:1_18:0_18:1)+NH4,860.8067,559.5085,561.5241
plasmenyl-TG(P-16:1_18:0_18:2)+NH4,858.791,557.4928,561.5241
plasmenyl-TG(P-16:1_18:0_18:3)+NH4,856.7754,555.4772,561.5241
plasmenyl-TG(P-16:1_18:0_18:4)+NH4,854.7597,553.4615,561.5241
plasmenyl-TG(P-16:1_18:0_19:0)+NH4,876.838,575.5398,561.5241
plasmenyl-TG(P-16:1_18:0_20:0)+NH4,890.8536,589.5554,561.5241
plasmenyl-TG(P-16:1_18:0_20:1)+NH4,888.838,587.5398,561.5241
plasmenyl-TG(P-16:1_18:0_20:2)+NH4,886.8223,585.5241,561.5241
plasmenyl-TG(P-16:1_18:0_20:3)+NH4,884.8067,583.5085,561.5241
plasmenyl-TG(P-16:1_18:0_20:4)+NH4,882.791,581.4928,561.5241
plasmenyl-TG(P-16:1_18:0_20:5)+NH4,880.7754,579.4772,561.5241
plasmenyl-TG(P-16:1_18:0_21:0)+NH4,904.8693,603.5711,561.5241
plasmenyl-TG(P-16:1_18:0_22:0)+NH4,918.8849,617.5867,561.5241
plasmenyl-TG(P-16:1_18:0_22:1)+NH4,916.8693,615.5711,561.5241
plasmenyl-TG(P-16:1_18:0_22:2)+NH4,914.8536,613.5554,561.5241
plasmenyl-TG(P-16:1_18:0_22:3)+NH4,912.838,611.5398,561.5241
plasmenyl-TG(P-16:1_18:0_22:4)+NH4,910.8223,609.5241,561.5241
plasmenyl-TG(P-16:1_18:0_22:5)+NH4,908.8067,607.5085,561.5241
plasmenyl-TG(P-16:1_18:0_22:6)+NH4,906.791,605.4928,561.5241
plasmenyl-TG(P-16:1_18:0_23:0)+NH4,932.9006,631.6024,561.5241
plasmenyl-TG(P-16:1_18:0_24:0)+NH4,946.9162,645.618,561.5241
plasmenyl-TG(P-16:1_18:0_24:1)+NH4,944.9006,643.6024,561.5241
plasmenyl-TG(P-16:1_18:0_25:0)+NH4,960.9319,659.6337,561.5241
plasmenyl-TG(P-16:1_18:0_26:0)+NH4,974.9475,673.6493,561.5241
plasmenyl-TG(P-16:1_18:1_18:1)+NH4,858.7911,559.5085,559.5085
plasmenyl-TG(P-16:1_18:1_18:2)+NH4,856.7754,557.4928,559.5085
plasmenyl-TG(P-16:1_18:1_18:3)+NH4,854.7598,555.4772,559.5085
plasmenyl-TG(P-16:1_18:1_18:4)+NH4,852.7441,553.4615,559.5085
plasmenyl-TG(P-16:1_18:1_19:0)+NH4,874.8224,575.5398,559.5085
plasmenyl-TG(P-16:1_18:1_20:0)+NH4,888.838,589.5554,559.5085
plasmenyl-TG(P-16:1_18:1_20:1)+NH4,886.8224,587.5398,559.5085
plasmenyl-TG(P-16:1_18:1_20:2)+NH4,884.8067,585.5241,559.5085
plasmenyl-TG(P-16:1_18:1_20:3)+NH4,882.7911,583.5085,559.5085
plasmenyl-TG(P-16:1_18:1_20:4)+NH4,880.7754,581.4928,559.5085
plasmenyl-TG(P-16:1_18:1_20:5)+NH4,878.7598,579.4772,559.5085
plasmenyl-TG(P-16:1_18:1_21:0)+NH4,902.8537,603.5711,559.5085
plasmenyl-TG(P-16:1_18:1_22:0)+NH4,916.8693,617.5867,559.5085
plasmenyl-TG(P-16:1_18:1_22:1)+NH4,914.8537,615.5711,559.5085
plasmenyl-TG(P-16:1_18:1_22:2)+NH4,912.838,613.5554,559.5085
plasmenyl-TG(P-16:1_18:1_22:3)+NH4,910.8224,611.5398,559.5085
plasmenyl-TG(P-16:1_18:1_22:4)+NH4,908.8067,609.5241,559.5085
plasmenyl-TG(P-16:1_18:1_22:5)+NH4,906.7911,607.5085,559.5085
plasmenyl-TG(P-16:1_18:1_22:6)+NH4,904.7754,605.4928,559.5085
plasmenyl-TG(P-16:1_18:1_23:0)+NH4,930.885,631.6024,559.5085
plasmenyl-TG(P-16:1_18:1_24:0)+NH4,944.9006,645.618,559.5085
plasmenyl-TG(P-16:1_18:1_24:1)+NH4,942.885,643.6024,559.5085
plasmenyl-TG(P-16:1_18:1_25:0)+NH4,958.9163,659.6337,559.5085
plasmenyl-TG(P-16:1_18:1_26:0)+NH4,972.9319,673.6493,559.5085
plasmenyl-TG(P-16:1_18:2_18:2)+NH4,854.7597,557.4928,557.4928
plasmenyl-TG(P-16:1_18:2_18:3)+NH4,852.7441,555.4772,557.4928
plasmenyl-TG(P-16:1_18:2_18:4)+NH4,850.7284,553.4615,557.4928
plasmenyl-TG(P-16:1_18:2_19:0)+NH4,872.8067,575.5398,557.4928
plasmenyl-TG(P-16:1_18:2_20:0)+NH4,886.8223,589.5554,557.4928
plasmenyl-TG(P-16:1_18:2_20:1)+NH4,884.8067,587.5398,557.4928
plasmenyl-TG(P-16:1_18:2_20:2)+NH4,882.791,585.5241,557.4928
plasmenyl-TG(P-16:1_18:2_20:3)+NH4,880.7754,583.5085,557.4928
plasmenyl-TG(P-16:1_18:2_20:4)+NH4,878.7597,581.4928,557.4928
plasmenyl-TG(P-16:1_18:2_20:5)+NH4,876.7441,579.4772,557.4928
plasmenyl-TG(P-16:1_18:2_21:0)+NH4,900.838,603.5711,557.4928
plasmenyl-TG(P-16:1_18:2_22:0)+NH4,914.8536,617.5867,557.4928
plasmenyl-TG(P-16:1_18:2_22:1)+NH4,912.838,615.5711,557.4928
plasmenyl-TG(P-16:1_18:2_22:2)+NH4,910.8223,613.5554,557.4928
plasmenyl-TG(P-16:1_18:2_22:3)+NH4,908.8067,611.5398,557.4928
plasmenyl-TG(P-16:1_18:2_22:4)+NH4,906.791,609.5241,557.4928
plasmenyl-TG(P-16:1_18:2_22:5)+NH4,904.7754,607.5085,557.4928
plasmenyl-TG(P-16:1_18:2_22:6)+NH4,902.7597,605.4928,557.4928
plasmenyl-TG(P-16:1_18:2_23:0)+NH4,928.8693,631.6024,557.4928
plasmenyl-TG(P-16:1_18:2_24:0)+NH4,942.8849,645.618,557.4928
plasmenyl-TG(P-16:1_18:2_24:1)+NH4,940.8693,643.6024,557.4928
plasmenyl-TG(P-16:1_18:2_25:0)+NH4,956.9006,659.6337,557.4928
plasmenyl-TG(P-16:1_18:2_26:0)+NH4,970.9162,673.6493,557.4928
plasmenyl-TG(P-16:1_18:3_18:3)+NH4,850.7285,555.4772,555.4772
plasmenyl-TG(P-16:1_18:3_18:4)+NH4,848.7128,553.4615,555.4772
plasmenyl-TG(P-16:1_18:3_19:0)+NH4,870.7911,575.5398,555.4772
plasmenyl-TG(P-16:1_18:3_20:0)+NH4,884.8067,589.5554,555.4772
plasmenyl-TG(P-16:1_18:3_20:1)+NH4,882.7911,587.5398,555.4772
plasmenyl-TG(P-16:1_18:3_20:2)+NH4,880.7754,585.5241,555.4772
plasmenyl-TG(P-16:1_18:3_20:3)+NH4,878.7598,583.5085,555.4772
plasmenyl-TG(P-16:1_18:3_20:4)+NH4,876.7441,581.4928,555.4772
plasmenyl-TG(P-16:1_18:3_20:5)+NH4,874.7285,579.4772,555.4772
plasmenyl-TG(P-16:1_18:3_21:0)+NH4,898.8224,603.5711,555.4772
plasmenyl-TG(P-16:1_18:3_22:0)+NH4,912.838,617.5867,555.4772
plasmenyl-TG(P-16:1_18:3_22:1)+NH4,910.8224,615.5711,555.4772
plasmenyl-TG(P-16:1_18:3_22:2)+NH4,908.8067,613.5554,555.4772
plasmenyl-TG(P-16:1_18:3_22:3)+NH4,906.7911,611.5398,555.4772
plasmenyl-TG(P-16:1_18:3_22:4)+NH4,904.7754,609.5241,555.4772
plasmenyl-TG(P-16:1_18:3_22:5)+NH4,902.7598,607.5085,555.4772
plasmenyl-TG(P-16:1_18:3_22:6)+NH4,900.7441,605.4928,555.4772
plasmenyl-TG(P-16:1_18:3_23:0)+NH4,926.8537,631.6024,555.4772
plasmenyl-TG(P-16:1_18:3_24:0)+NH4,940.8693,645.618,555.4772
plasmenyl-TG(P-16:1_18:3_24:1)+NH4,938.8537,643.6024,555.4772
plasmenyl-TG(P-16:1_18:3_25:0)+NH4,954.885,659.6337,555.4772
plasmenyl-TG(P-16:1_18:3_26:0)+NH4,968.9006,673.6493,555.4772
plasmenyl-TG(P-16:1_18:4_18:4)+NH4,846.6971,553.4615,553.4615
plasmenyl-TG(P-16:1_18:4_19:0)+NH4,868.7754,575.5398,553.4615
plasmenyl-TG(P-16:1_18:4_20:0)+NH4,882.791,589.5554,553.4615
plasmenyl-TG(P-16:1_18:4_20:1)+NH4,880.7754,587.5398,553.4615
plasmenyl-TG(P-16:1_18:4_20:2)+NH4,878.7597,585.5241,553.4615
plasmenyl-TG(P-16:1_18:4_20:3)+NH4,876.7441,583.5085,553.4615
plasmenyl-TG(P-16:1_18:4_20:4)+NH4,874.7284,581.4928,553.4615
plasmenyl-TG(P-16:1_18:4_20:5)+NH4,872.7128,579.4772,553.4615
plasmenyl-TG(P-16:1_18:4_21:0)+NH4,896.8067,603.5711,553.4615
plasmenyl-TG(P-16:1_18:4_22:0)+NH4,910.8223,617.5867,553.4615
plasmenyl-TG(P-16:1_18:4_22:1)+NH4,908.8067,615.5711,553.4615
plasmenyl-TG(P-16:1_18:4_22:2)+NH4,906.791,613.5554,553.4615
plasmenyl-TG(P-16:1_18:4_22:3)+NH4,904.7754,611.5398,553.4615
plasmenyl-TG(P-16:1_18:4_22:4)+NH4,902.7597,609.5241,553.4615
plasmenyl-TG(P-16:1_18:4_22:5)+NH4,900.7441,607.5085,553.4615
plasmenyl-TG(P-16:1_18:4_22:6)+NH4,898.7284,605.4928,553.4615
plasmenyl-TG(P-16:1_18:4_23:0)+NH4,924.838,631.6024,553.4615
plasmenyl-TG(P-16:1_18:4_24:0)+NH4,938.8536,645.618,553.4615
plasmenyl-TG(P-16:1_18:4_24:1)+NH4,936.838,643.6024,553.4615
plasmenyl-TG(P-16:1_18:4_25:0)+NH4,952.8693,659.6337,553.4615
plasmenyl-TG(P-16:1_18:4_26:0)+NH4,966.8849,673.6493,553.4615
plasmenyl-TG(P-16:1_19:0_19:0)+NH4,890.8537,575.5398,575.5398
plasmenyl-TG(P-16:1_19:0_20:0)+NH4,904.8693,589.5554,575.5398
plasmenyl-TG(P-16:1_19:0_20:1)+NH4,902.8537,587.5398,575.5398
plasmenyl-TG(P-16:1_19:0_20:2)+NH4,900.838,585.5241,575.5398
plasmenyl-TG(P-16:1_19:0_20:3)+NH4,898.8224,583.5085,575.5398
plasmenyl-TG(P-16:1_19:0_20:4)+NH4,896.8067,581.4928,575.5398
plasmenyl-TG(P-16:1_19:0_20:5)+NH4,894.7911,579.4772,575.5398
plasmenyl-TG(P-16:1_19:0_21:0)+NH4,918.885,603.5711,575.5398
plasmenyl-TG(P-16:1_19:0_22:0)+NH4,932.9006,617.5867,575.5398
plasmenyl-TG(P-16:1_19:0_22:1)+NH4,930.885,615.5711,575.5398
plasmenyl-TG(P-16:1_19:0_22:2)+NH4,928.8693,613.5554,575.5398
plasmenyl-TG(P-16:1_19:0_22:3)+NH4,926.8537,611.5398,575.5398
plasmenyl-TG(P-16:1_19:0_22:4)+NH4,924.838,609.5241,575.5398
plasmenyl-TG(P-16:1_19:0_22:5)+NH4,922.8224,607.5085,575.5398
plasmenyl-TG(P-16:1_19:0_22:6)+NH4,920.8067,605.4928,575.5398
plasmenyl-TG(P-16:1_19:0_23:0)+NH4,946.9163,631.6024,575.5398
plasmenyl-TG(P-16:1_19:0_24:0)+NH4,960.9319,645.618,575.5398
plasmenyl-TG(P-16:1_19:0_24:1)+NH4,958.9163,643.6024,575.5398
plasmenyl-TG(P-16:1_19:0_25:0)+NH4,974.9476,659.6337,575.5398
plasmenyl-TG(P-16:1_19:0_26:0)+NH4,988.9632,673.6493,575.5398
plasmenyl-TG(P-16:1_20:0_20:0)+NH4,918.8849,589.5554,589.5554
plasmenyl-TG(P-16:1_20:0_20:1)+NH4,916.8693,587.5398,589.5554
plasmenyl-TG(P-16:1_20:0_20:2)+NH4,914.8536,585.5241,589.5554
plasmenyl-TG(P-16:1_20:0_20:3)+NH4,912.838,583.5085,589.5554
plasmenyl-TG(P-16:1_20:0_20:4)+NH4,910.8223,581.4928,589.5554
plasmenyl-TG(P-16:1_20:0_20:5)+NH4,908.8067,579.4772,589.5554
plasmenyl-TG(P-16:1_20:0_21:0)+NH4,932.9006,603.5711,589.5554
plasmenyl-TG(P-16:1_20:0_22:0)+NH4,946.9162,617.5867,589.5554
plasmenyl-TG(P-16:1_20:0_22:1)+NH4,944.9006,615.5711,589.5554
plasmenyl-TG(P-16:1_20:0_22:2)+NH4,942.8849,613.5554,589.5554
plasmenyl-TG(P-16:1_20:0_22:3)+NH4,940.8693,611.5398,589.5554
plasmenyl-TG(P-16:1_20:0_22:4)+NH4,938.8536,609.5241,589.5554
plasmenyl-TG(P-16:1_20:0_22:5)+NH4,936.838,607.5085,589.5554
plasmenyl-TG(P-16:1_20:0_22:6)+NH4,934.8223,605.4928,589.5554
plasmenyl-TG(P-16:1_20:0_23:0)+NH4,960.9319,631.6024,589.5554
plasmenyl-TG(P-16:1_20:0_24:0)+NH4,974.9475,645.618,589.5554
plasmenyl-TG(P-16:1_20:0_24:1)+NH4,972.9319,643.6024,589.5554
plasmenyl-TG(P-16:1_20:0_25:0)+NH4,988.9632,659.6337,589.5554
plasmenyl-TG(P-16:1_20:0_26:0)+NH4,1002.9788,673.6493,589.5554
plasmenyl-TG(P-16:1_20:1_20:1)+NH4,914.8537,587.5398,587.5398
plasmenyl-TG(P-16:1_20:1_20:2)+NH4,912.838,585.5241,587.5398
plasmenyl-TG(P-16:1_20:1_20:3)+NH4,910.8224,583.5085,587.5398
plasmenyl-TG(P-16:1_20:1_20:4)+NH4,908.8067,581.4928,587.5398
plasmenyl-TG(P-16:1_20:1_20:5)+NH4,906.7911,579.4772,587.5398
plasmenyl-TG(P-16:1_20:1_21:0)+NH4,930.885,603.5711,587.5398
plasmenyl-TG(P-16:1_20:1_22:0)+NH4,944.9006,617.5867,587.5398
plasmenyl-TG(P-16:1_20:1_22:1)+NH4,942.885,615.5711,587.5398
plasmenyl-TG(P-16:1_20:1_22:2)+NH4,940.8693,613.5554,587.5398
plasmenyl-TG(P-16:1_20:1_22:3)+NH4,938.8537,611.5398,587.5398
plasmenyl-TG(P-16:1_20:1_22:4)+NH4,936.838,609.5241,587.5398
plasmenyl-TG(P-16:1_20:1_22:5)+NH4,934.8224,607.5085,587.5398
plasmenyl-TG(P-16:1_20:1_22:6)+NH4,932.8067,605.4928,587.5398
plasmenyl-TG(P-16:1_20:1_23:0)+NH4,958.9163,631.6024,587.5398
plasmenyl-TG(P-16:1_20:1_24:0)+NH4,972.9319,645.618,587.5398
plasmenyl-TG(P-16:1_20:1_24:1)+NH4,970.9163,643.6024,587.5398
plasmenyl-TG(P-16:1_20:1_25:0)+NH4,986.9476,659.6337,587.5398
plasmenyl-TG(P-16:1_20:1_26:0)+NH4,1000.9632,673.6493,587.5398
plasmenyl-TG(P-16:1_20:2_20:2)+NH4,910.8223,585.5241,585.5241
plasmenyl-TG(P-16:1_20:2_20:3)+NH4,908.8067,583.5085,585.5241
plasmenyl-TG(P-16:1_20:2_20:4)+NH4,906.791,581.4928,585.5241
plasmenyl-TG(P-16:1_20:2_20:5)+NH4,904.7754,579.4772,585.5241
plasmenyl-TG(P-16:1_20:2_21:0)+NH4,928.8693,603.5711,585.5241
plasmenyl-TG(P-16:1_20:2_22:0)+NH4,942.8849,617.5867,585.5241
plasmenyl-TG(P-16:1_20:2_22:1)+NH4,940.8693,615.5711,585.5241
plasmenyl-TG(P-16:1_20:2_22:2)+NH4,938.8536,613.5554,585.5241
plasmenyl-TG(P-16:1_20:2_22:3)+NH4,936.838,611.5398,585.5241
plasmenyl-TG(P-16:1_20:2_22:4)+NH4,934.8223,609.5241,585.5241
plasmenyl-TG(P-16:1_20:2_22:5)+NH4,932.8067,607.5085,585.5241
plasmenyl-TG(P-16:1_20:2_22:6)+NH4,930.791,605.4928,585.5241
plasmenyl-TG(P-16:1_20:2_23:0)+NH4,956.9006,631.6024,585.5241
plasmenyl-TG(P-16:1_20:2_24:0)+NH4,970.9162,645.618,585.5241
plasmenyl-TG(P-16:1_20:2_24:1)+NH4,968.9006,643.6024,585.5241
plasmenyl-TG(P-16:1_20:2_25:0)+NH4,984.9319,659.6337,585.5241
plasmenyl-TG(P-16:1_20:2_26:0)+NH4,998.9475,673.6493,585.5241
plasmenyl-TG(P-16:1_20:3_20:3)+NH4,906.7911,583.5085,583.5085
plasmenyl-TG(P-16:1_20:3_20:4)+NH4,904.7754,581.4928,583.5085
plasmenyl-TG(P-16:1_20:3_20:5)+NH4,902.7598,579.4772,583.5085
plasmenyl-TG(P-16:1_20:3_21:0)+NH4,926.8537,603.5711,583.5085
plasmenyl-TG(P-16:1_20:3_22:0)+NH4,940.8693,617.5867,583.5085
plasmenyl-TG(P-16:1_20:3_22:1)+NH4,938.8537,615.5711,583.5085
plasmenyl-TG(P-16:1_20:3_22:2)+NH4,936.838,613.5554,583.5085
plasmenyl-TG(P-16:1_20:3_22:3)+NH4,934.8224,611.5398,583.5085
plasmenyl-TG(P-16:1_20:3_22:4)+NH4,932.8067,609.5241,583.5085
plasmenyl-TG(P-16:1_20:3_22:5)+NH4,930.7911,607.5085,583.5085
plasmenyl-TG(P-16:1_20:3_22:6)+NH4,928.7754,605.4928,583.5085
plasmenyl-TG(P-16:1_20:3_23:0)+NH4,954.885,631.6024,583.5085
plasmenyl-TG(P-16:1_20:3_24:0)+NH4,968.9006,645.618,583.5085
plasmenyl-TG(P-16:1_20:3_24:1)+NH4,966.885,643.6024,583.5085
plasmenyl-TG(P-16:1_20:3_25:0)+NH4,982.9163,659.6337,583.5085
plasmenyl-TG(P-16:1_20:3_26:0)+NH4,996.9319,673.6493,583.5085
plasmenyl-TG(P-16:1_20:4_20:4)+NH4,902.7597,581.4928,581.4928
plasmenyl-TG(P-16:1_20:4_20:5)+NH4,900.7441,579.4772,581.4928
plasmenyl-TG(P-16:1_20:4_21:0)+NH4,924.838,603.5711,581.4928
plasmenyl-TG(P-16:1_20:4_22:0)+NH4,938.8536,617.5867,581.4928
plasmenyl-TG(P-16:1_20:4_22:1)+NH4,936.838,615.5711,581.4928
plasmenyl-TG(P-16:1_20:4_22:2)+NH4,934.8223,613.5554,581.4928
plasmenyl-TG(P-16:1_20:4_22:3)+NH4,932.8067,611.5398,581.4928
plasmenyl-TG(P-16:1_20:4_22:4)+NH4,930.791,609.5241,581.4928
plasmenyl-TG(P-16:1_20:4_22:5)+NH4,928.7754,607.5085,581.4928
plasmenyl-TG(P-16:1_20:4_22:6)+NH4,926.7597,605.4928,581.4928
plasmenyl-TG(P-16:1_20:4_23:0)+NH4,952.8693,631.6024,581.4928
plasmenyl-TG(P-16:1_20:4_24:0)+NH4,966.8849,645.618,581.4928
plasmenyl-TG(P-16:1_20:4_24:1)+NH4,964.8693,643.6024,581.4928
plasmenyl-TG(P-16:1_20:4_25:0)+NH4,980.9006,659.6337,581.4928
plasmenyl-TG(P-16:1_20:4_26:0)+NH4,994.9162,673.6493,581.4928
plasmenyl-TG(P-16:1_20:5_20:5)+NH4,898.7285,579.4772,579.4772
plasmenyl-TG(P-16:1_20:5_21:0)+NH4,922.8224,603.5711,579.4772
plasmenyl-TG(P-16:1_20:5_22:0)+NH4,936.838,617.5867,579.4772
plasmenyl-TG(P-16:1_20:5_22:1)+NH4,934.8224,615.5711,579.4772
plasmenyl-TG(P-16:1_20:5_22:2)+NH4,932.8067,613.5554,579.4772
plasmenyl-TG(P-16:1_20:5_22:3)+NH4,930.7911,611.5398,579.4772
plasmenyl-TG(P-16:1_20:5_22:4)+NH4,928.7754,609.5241,579.4772
plasmenyl-TG(P-16:1_20:5_22:5)+NH4,926.7598,607.5085,579.4772
plasmenyl-TG(P-16:1_20:5_22:6)+NH4,924.7441,605.4928,579.4772
plasmenyl-TG(P-16:1_20:5_23:0)+NH4,950.8537,631.6024,579.4772
plasmenyl-TG(P-16:1_20:5_24:0)+NH4,964.8693,645.618,579.4772
plasmenyl-TG(P-16:1_20:5_24:1)+NH4,962.8537,643.6024,579.4772
plasmenyl-TG(P-16:1_20:5_25:0)+NH4,978.885,659.6337,579.4772
plasmenyl-TG(P-16:1_20:5_26:0)+NH4,992.9006,673.6493,579.4772
plasmenyl-TG(P-16:1_21:0_21:0)+NH4,946.9163,603.5711,603.5711
plasmenyl-TG(P-16:1_21:0_22:0)+NH4,960.9319,617.5867,603.5711
plasmenyl-TG(P-16:1_21:0_22:1)+NH4,958.9163,615.5711,603.5711
plasmenyl-TG(P-16:1_21:0_22:2)+NH4,956.9006,613.5554,603.5711
plasmenyl-TG(P-16:1_21:0_22:3)+NH4,954.885,611.5398,603.5711
plasmenyl-TG(P-16:1_21:0_22:4)+NH4,952.8693,609.5241,603.5711
plasmenyl-TG(P-16:1_21:0_22:5)+NH4,950.8537,607.5085,603.5711
plasmenyl-TG(P-16:1_21:0_22:6)+NH4,948.838,605.4928,603.5711
plasmenyl-TG(P-16:1_21:0_23:0)+NH4,974.9476,631.6024,603.5711
plasmenyl-TG(P-16:1_21:0_24:0)+NH4,988.9632,645.618,603.5711
plasmenyl-TG(P-16:1_21:0_24:1)+NH4,986.9476,643.6024,603.5711
plasmenyl-TG(P-16:1_21:0_25:0)+NH4,1002.9789,659.6337,603.5711
plasmenyl-TG(P-16:1_21:0_26:0)+NH4,1016.9945,673.6493,603.5711
plasmenyl-TG(P-16:1_22:0_22:0)+NH4,974.9475,617.5867,617.5867
plasmenyl-TG(P-16:1_22:0_22:1)+NH4,972.9319,615.5711,617.5867
plasmenyl-TG(P-16:1_22:0_22:2)+NH4,970.9162,613.5554,617.5867
plasmenyl-TG(P-16:1_22:0_22:3)+NH4,968.9006,611.5398,617.5867
plasmenyl-TG(P-16:1_22:0_22:4)+NH4,966.8849,609.5241,617.5867
plasmenyl-TG(P-16:1_22:0_22:5)+NH4,964.8693,607.5085,617.5867
