Ganglioside,[M-H]-,Ceramide,M-NeuAc-H,M-Cer-C6H10O5,ion_C11H16NO8
NeuAcalpha2-3Galbeta1-3(Fucalpha1-4)-HGlcNAcbeta1-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_26:0)-H,2168.18469,676.6609,1877.08928,838.71372,290.08814
NeuAcalpha2-3Galbeta1-3(Fucalpha1-4)-HGlcNAcbeta1-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_24:1)-H,2138.13774,646.61398,1847.04233,808.6668,290.08814
NeuAcalpha2-3Galbeta1-3(Fucalpha1-4)-HGlcNAcbeta1-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_26:1)-H,2166.16904,674.64526,1875.07363,836.69808,290.08814
NeuAcalpha2-3Galbeta1-3(Fucalpha1-4)-HGlcNAcbeta1-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_16:0)-H,2174.086098,536.5045,1882.990688,698.55732,290.08814
NeuAcalpha2-3Galbeta1-3(Fucalpha1-4)-HGlcNAcbeta1-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_18:0)-H,2202.117398,564.53578,1911.021988,726.5886,290.08814
NeuAcalpha2-3Galbeta1-3(Fucalpha1-4)-HGlcNAcbeta1-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_20:0)-H,2230.148698,592.56706,1939.053288,754.61988,290.08814
NeuAcalpha2-3Galbeta1-3(Fucalpha1-4)-HGlcNAcbeta1-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_22:0)-H,2258.179998,620.59834,1967.084588,782.65116,290.08814
NeuAcalpha2-3Galbeta1-3(Fucalpha1-4)-HGlcNAcbeta1-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_24:0)-H,2286.211298,648.62962,1995.115888,810.68244,290.08814
NeuAcalpha2-3Galbeta1-3(Fucalpha1-4)-HGlcNAcbeta1-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_26:0)-H,2314.242599,676.6609,2023.147189,838.71372,290.08814
NeuAcalpha2-3Galbeta1-3(Fucalpha1-4)-HGlcNAcbeta1-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_24:1)-H,2284.195648,646.61398,1993.100238,808.6668,290.08814
NeuAcalpha2-3Galbeta1-3(Fucalpha1-4)-HGlcNAcbeta1-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_26:1)-H,2312.226949,674.64526,2021.131539,836.69808,290.08814
NeuGcalpha2-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_16:0)-H,1897.965195,536.5045,1606.869785,698.55732,290.08814
NeuGcalpha2-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_18:0)-H,1925.996495,564.53578,1634.901085,726.5886,290.08814
NeuGcalpha2-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_20:0)-H,1954.027795,592.56706,1662.932385,754.61988,290.08814
NeuGcalpha2-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_22:0)-H,1982.059095,620.59834,1690.963685,782.65116,290.08814
NeuGcalpha2-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_24:0)-H,2010.090395,648.62962,1718.994985,810.68244,290.08814
NeuGcalpha2-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_26:0)-H,2038.121696,676.6609,1747.026286,838.71372,290.08814
NeuGcalpha2-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_24:1)-H,2008.074745,646.61398,1716.979335,808.6668,290.08814
NeuGcalpha2-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_26:1)-H,2036.106046,674.64526,1745.010636,836.69808,290.08814
NeuGcalpha2-3Galbeta1-4GlcNAcbeta1-3(GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_16:0)-H,2101.044567,536.5045,1809.949157,698.55732,290.08814
NeuGcalpha2-3Galbeta1-4GlcNAcbeta1-3(GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_18:0)-H,2129.075868,564.53578,1837.980458,726.5886,290.08814
NeuGcalpha2-3Galbeta1-4GlcNAcbeta1-3(GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_20:0)-H,2157.107168,592.56706,1866.011758,754.61988,290.08814
NeuGcalpha2-3Galbeta1-4GlcNAcbeta1-3(GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_22:0)-H,2185.138468,620.59834,1894.043058,782.65116,290.08814
NeuGcalpha2-3Galbeta1-4GlcNAcbeta1-3(GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_24:0)-H,2213.169768,648.62962,1922.074358,810.68244,290.08814
NeuGcalpha2-3Galbeta1-4GlcNAcbeta1-3(GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_26:0)-H,2241.201068,676.6609,1950.105658,838.71372,290.08814
NeuGcalpha2-3Galbeta1-4GlcNAcbeta1-3(GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_24:1)-H,2211.154118,646.61398,1920.058708,808.6668,290.08814
NeuGcalpha2-3Galbeta1-4GlcNAcbeta1-3(GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_26:1)-H,2239.185418,674.64526,1948.090008,836.69808,290.08814
NeuGcalpha2-3Galbeta1-4GlcNAcbeta1-3(Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_16:0)-H,2263.097391,536.5045,1972.001981,698.55732,290.08814
NeuGcalpha2-3Galbeta1-4GlcNAcbeta1-3(Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_18:0)-H,2291.128691,564.53578,2000.033281,726.5886,290.08814
NeuGcalpha2-3Galbeta1-4GlcNAcbeta1-3(Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_20:0)-H,2319.159991,592.56706,2028.064581,754.61988,290.08814
NeuGcalpha2-3Galbeta1-4GlcNAcbeta1-3(Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_22:0)-H,2347.191291,620.59834,2056.095881,782.65116,290.08814
NeuGcalpha2-3Galbeta1-4GlcNAcbeta1-3(Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_24:0)-H,2375.222591,648.62962,2084.127181,810.68244,290.08814
NeuGcalpha2-3Galbeta1-4GlcNAcbeta1-3(Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_26:0)-H,2403.253892,676.6609,2112.158482,838.71372,290.08814
NeuGcalpha2-3Galbeta1-4GlcNAcbeta1-3(Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_24:1)-H,2373.206941,646.61398,2082.111531,808.6668,290.08814
NeuGcalpha2-3Galbeta1-4GlcNAcbeta1-3(Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_26:1)-H,2401.238241,674.64526,2110.142831,836.69808,290.08814
NeuAcalpha2-6Galbeta1-4GlcNAcbeta1-3(Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_16:0)-H,2247.102476,536.5045,1956.007066,698.55732,290.08814
NeuAcalpha2-6Galbeta1-4GlcNAcbeta1-3(Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_18:0)-H,2275.133776,564.53578,1984.038366,726.5886,290.08814
NeuAcalpha2-6Galbeta1-4GlcNAcbeta1-3(Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_20:0)-H,2303.165077,592.56706,2012.069667,754.61988,290.08814
NeuAcalpha2-6Galbeta1-4GlcNAcbeta1-3(Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_22:0)-H,2331.196377,620.59834,2040.100967,782.65116,290.08814
NeuAcalpha2-6Galbeta1-4GlcNAcbeta1-3(Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_24:0)-H,2359.227677,648.62962,2068.132267,810.68244,290.08814
NeuAcalpha2-6Galbeta1-4GlcNAcbeta1-3(Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_26:0)-H,2387.258977,676.6609,2096.163567,838.71372,290.08814
NeuAcalpha2-6Galbeta1-4GlcNAcbeta1-3(Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_24:1)-H,2357.212027,646.61398,2066.116617,808.6668,290.08814
NeuAcalpha2-6Galbeta1-4GlcNAcbeta1-3(Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_26:1)-H,2385.243327,674.64526,2094.147917,836.69808,290.08814
NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_16:0)-H,2393.160385,536.5045,2102.064975,698.55732,290.08814
NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_18:0)-H,2421.191685,564.53578,2130.096275,726.5886,290.08814
NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_20:0)-H,2449.222985,592.56706,2158.127575,754.61988,290.08814
NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_22:0)-H,2477.254285,620.59834,2186.158875,782.65116,290.08814
NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_24:0)-H,2505.285586,648.62962,2214.190176,810.68244,290.08814
NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_26:0)-H,2533.316886,676.6609,2242.221476,838.71372,290.08814
NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_24:1)-H,2503.269936,646.61398,2212.174526,808.6668,290.08814
NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_26:1)-H,2531.301236,674.64526,2240.205826,836.69808,290.08814
NeuAcalpha2-3Galbeta1-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_16:0)-H,1678.890908,536.5045,1387.795498,698.55732,290.08814
NeuAcalpha2-3Galbeta1-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_18:0)-H,1706.922208,564.53578,1415.826798,726.5886,290.08814
NeuAcalpha2-3Galbeta1-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_20:0)-H,1734.953508,592.56706,1443.858098,754.61988,290.08814
NeuAcalpha2-3Galbeta1-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_22:0)-H,1762.984808,620.59834,1471.889398,782.65116,290.08814
NeuAcalpha2-3Galbeta1-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_24:0)-H,1791.016108,648.62962,1499.920698,810.68244,290.08814
NeuAcalpha2-3Galbeta1-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_26:0)-H,1819.047408,676.6609,1527.951998,838.71372,290.08814
NeuAcalpha2-3Galbeta1-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_24:1)-H,1789.000458,646.61398,1497.905048,808.6668,290.08814
NeuAcalpha2-3Galbeta1-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_26:1)-H,1817.031758,674.64526,1525.936348,836.69808,290.08814
NeuAcalpha2-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_16:0)-H,2174.086098,536.5045,1882.990688,698.55732,290.08814
NeuAcalpha2-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_18:0)-H,2202.117398,564.53578,1911.021988,726.5886,290.08814
NeuAcalpha2-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_20:0)-H,2230.148698,592.56706,1939.053288,754.61988,290.08814
NeuAcalpha2-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_22:0)-H,2258.179998,620.59834,1967.084588,782.65116,290.08814
NeuAcalpha2-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_24:0)-H,2286.211298,648.62962,1995.115888,810.68244,290.08814
NeuAcalpha2-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_26:0)-H,2314.242599,676.6609,2023.147189,838.71372,290.08814
NeuAcalpha2-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_24:1)-H,2284.195648,646.61398,1993.100238,808.6668,290.08814
NeuAcalpha2-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_26:1)-H,2312.226949,674.64526,2021.131539,836.69808,290.08814
NeuAcalpha2-6Galbeta1-4GlcNAcbeta1-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_16:0)-H,2028.028189,536.5045,1736.932779,698.55732,290.08814
NeuAcalpha2-6Galbeta1-4GlcNAcbeta1-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_18:0)-H,2056.059489,564.53578,1764.964079,726.5886,290.08814
NeuAcalpha2-6Galbeta1-4GlcNAcbeta1-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_20:0)-H,2084.090789,592.56706,1792.995379,754.61988,290.08814
NeuAcalpha2-6Galbeta1-4GlcNAcbeta1-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_22:0)-H,2112.12209,620.59834,1821.02668,782.65116,290.08814
NeuAcalpha2-6Galbeta1-4GlcNAcbeta1-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_24:0)-H,2140.15339,648.62962,1849.05798,810.68244,290.08814
NeuAcalpha2-6Galbeta1-4GlcNAcbeta1-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_26:0)-H,2168.18469,676.6609,1877.08928,838.71372,290.08814
NeuAcalpha2-6Galbeta1-4GlcNAcbeta1-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_24:1)-H,2138.13774,646.61398,1847.04233,808.6668,290.08814
NeuAcalpha2-6Galbeta1-4GlcNAcbeta1-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_26:1)-H,2166.16904,674.64526,1875.07363,836.69808,290.08814
NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3(GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_16:0)-H,2085.049653,536.5045,1793.954243,698.55732,290.08814
NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3(GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_18:0)-H,2113.080953,564.53578,1821.985543,726.5886,290.08814
NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3(GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_20:0)-H,2141.112253,592.56706,1850.016843,754.61988,290.08814
NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3(GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_22:0)-H,2169.143553,620.59834,1878.048143,782.65116,290.08814
NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3(GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_24:0)-H,2197.174853,648.62962,1906.079443,810.68244,290.08814
NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3(GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_26:0)-H,2225.206153,676.6609,1934.110743,838.71372,290.08814
NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3(GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_24:1)-H,2195.159203,646.61398,1904.063793,808.6668,290.08814
NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3(GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_26:1)-H,2223.190503,674.64526,1932.095093,836.69808,290.08814
NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3(Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_16:0)-H,2247.102476,536.5045,1956.007066,698.55732,290.08814
NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3(Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_18:0)-H,2275.133776,564.53578,1984.038366,726.5886,290.08814
NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3(Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_20:0)-H,2303.165077,592.56706,2012.069667,754.61988,290.08814
NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3(Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_22:0)-H,2331.196377,620.59834,2040.100967,782.65116,290.08814
NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3(Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_24:0)-H,2359.227677,648.62962,2068.132267,810.68244,290.08814
NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3(Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_26:0)-H,2387.258977,676.6609,2096.163567,838.71372,290.08814
NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3(Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_24:1)-H,2357.212027,646.61398,2066.116617,808.6668,290.08814
NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3(Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_26:1)-H,2385.243327,674.64526,2094.147917,836.69808,290.08814
NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3(Galx1-3(Fucalpha1-2)-HGalbeta1-4GlcNAcbeta1-6}Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_16:0)-H,2393.160385,536.5045,2102.064975,698.55732,290.08814
NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3(Galx1-3(Fucalpha1-2)-HGalbeta1-4GlcNAcbeta1-6}Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_18:0)-H,2421.191685,564.53578,2130.096275,726.5886,290.08814
NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3(Galx1-3(Fucalpha1-2)-HGalbeta1-4GlcNAcbeta1-6}Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_20:0)-H,2449.222985,592.56706,2158.127575,754.61988,290.08814
NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3(Galx1-3(Fucalpha1-2)-HGalbeta1-4GlcNAcbeta1-6}Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_22:0)-H,2477.254285,620.59834,2186.158875,782.65116,290.08814
NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3(Galx1-3(Fucalpha1-2)-HGalbeta1-4GlcNAcbeta1-6}Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_24:0)-H,2505.285586,648.62962,2214.190176,810.68244,290.08814
NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3(Galx1-3(Fucalpha1-2)-HGalbeta1-4GlcNAcbeta1-6}Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_26:0)-H,2533.316886,676.6609,2242.221476,838.71372,290.08814
NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3(Galx1-3(Fucalpha1-2)-HGalbeta1-4GlcNAcbeta1-6}Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_24:1)-H,2503.269936,646.61398,2212.174526,808.6668,290.08814
NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3(Galx1-3(Fucalpha1-2)-HGalbeta1-4GlcNAcbeta1-6}Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_26:1)-H,2531.301236,674.64526,2240.205826,836.69808,290.08814
NeuAcalpha2-6Galbeta1-4GlcNAcbeta1-3(GlcNAcbeta1-6)-HGalbeta1-4Glcbeta-Cer(d18:1_16:0)-H,1719.917457,536.5045,1428.822047,698.55732,290.08814
NeuAcalpha2-6Galbeta1-4GlcNAcbeta1-3(GlcNAcbeta1-6)-HGalbeta1-4Glcbeta-Cer(d18:1_18:0)-H,1747.948757,564.53578,1456.853347,726.5886,290.08814
NeuAcalpha2-6Galbeta1-4GlcNAcbeta1-3(GlcNAcbeta1-6)-HGalbeta1-4Glcbeta-Cer(d18:1_20:0)-H,1775.980057,592.56706,1484.884647,754.61988,290.08814
NeuAcalpha2-6Galbeta1-4GlcNAcbeta1-3(GlcNAcbeta1-6)-HGalbeta1-4Glcbeta-Cer(d18:1_22:0)-H,1804.011357,620.59834,1512.915947,782.65116,290.08814
NeuAcalpha2-6Galbeta1-4GlcNAcbeta1-3(GlcNAcbeta1-6)-HGalbeta1-4Glcbeta-Cer(d18:1_24:0)-H,1832.042657,648.62962,1540.947247,810.68244,290.08814
NeuAcalpha2-6Galbeta1-4GlcNAcbeta1-3(GlcNAcbeta1-6)-HGalbeta1-4Glcbeta-Cer(d18:1_26:0)-H,1860.073958,676.6609,1568.978548,838.71372,290.08814
NeuAcalpha2-6Galbeta1-4GlcNAcbeta1-3(GlcNAcbeta1-6)-HGalbeta1-4Glcbeta-Cer(d18:1_24:1)-H,1830.027007,646.61398,1538.931597,808.6668,290.08814
NeuAcalpha2-6Galbeta1-4GlcNAcbeta1-3(GlcNAcbeta1-6)-HGalbeta1-4Glcbeta-Cer(d18:1_26:1)-H,1858.058307,674.64526,1566.962897,836.69808,290.08814
NeuAcalpha2-6Galbeta1-4GlcNAcbeta1-3(Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4Glcbeta-Cer(d18:1_16:0)-H,1881.97028,536.5045,1590.87487,698.55732,290.08814
NeuAcalpha2-6Galbeta1-4GlcNAcbeta1-3(Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4Glcbeta-Cer(d18:1_18:0)-H,1910.00158,564.53578,1618.90617,726.5886,290.08814
NeuAcalpha2-6Galbeta1-4GlcNAcbeta1-3(Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4Glcbeta-Cer(d18:1_20:0)-H,1938.032881,592.56706,1646.937471,754.61988,290.08814
