AcylGlcADG,[M+NH4]+,[M-SN3-C6H10O7+H]+,[C6H6O67+SN3+H]+,[SN2+C3H4O2+H]+,[SN1+C3H4O2+H]+,[SN3-H]+
AcylGlcADG(16:0_22:1_16:1)+NH4,1080.865,633.5816,413.2534,395.352,313.2737,237.2224
AcylGlcADG(16:0_22:1_16:2)+NH4,1078.85,633.5816,411.2377,395.352,313.2737,235.2067
AcylGlcADG(16:0_22:1_16:3)+NH4,1076.834,633.5816,409.2221,395.352,313.2737,233.1911
AcylGlcADG(16:0_22:1_16:4)+NH4,1074.818,633.5816,407.2064,395.352,313.2737,231.1754
AcylGlcADG(16:0_22:1_18:0)+NH4,1110.912,633.5816,443.3003,395.352,313.2737,267.2693
AcylGlcADG(16:0_22:1_18:1)+NH4,1108.897,633.5816,441.2847,395.352,313.2737,265.2537
AcylGlcADG(16:0_22:1_18:2)+NH4,1106.881,633.5816,439.269,395.352,313.2737,263.238
AcylGlcADG(16:0_22:1_18:3)+NH4,1104.865,633.5816,437.2534,395.352,313.2737,261.2224
AcylGlcADG(16:0_22:1_18:4)+NH4,1102.85,633.5816,435.2377,395.352,313.2737,259.2067
AcylGlcADG(16:0_22:1_18:5)+NH4,1100.834,633.5816,433.2221,395.352,313.2737,257.1911
AcylGlcADG(16:0_22:1_20:0)+NH4,1138.944,633.5816,471.3316,395.352,313.2737,295.3006
AcylGlcADG(16:0_22:1_20:1)+NH4,1136.928,633.5816,469.316,395.352,313.2737,293.285
AcylGlcADG(16:0_22:1_20:2)+NH4,1134.912,633.5816,467.3003,395.352,313.2737,291.2693
AcylGlcADG(16:0_22:1_20:3)+NH4,1132.897,633.5816,465.2847,395.352,313.2737,289.2537
AcylGlcADG(16:0_22:1_20:4)+NH4,1130.881,633.5816,463.269,395.352,313.2737,287.238
AcylGlcADG(16:0_22:1_20:5)+NH4,1128.865,633.5816,461.2534,395.352,313.2737,285.2224
AcylGlcADG(16:0_22:1_22:0)+NH4,1166.975,633.5816,499.3629,395.352,313.2737,323.3319
AcylGlcADG(16:0_22:1_22:1)+NH4,1164.959,633.5816,497.3473,395.352,313.2737,321.3163
AcylGlcADG(16:0_22:1_22:2)+NH4,1162.944,633.5816,495.3316,395.352,313.2737,319.3006
AcylGlcADG(16:0_22:1_22:3)+NH4,1160.928,633.5816,493.316,395.352,313.2737,317.285
AcylGlcADG(16:0_22:1_22:4)+NH4,1158.912,633.5816,491.3003,395.352,313.2737,315.2693
AcylGlcADG(16:0_22:1_22:5)+NH4,1156.897,633.5816,489.2847,395.352,313.2737,313.2537
AcylGlcADG(16:0_22:1_22:6)+NH4,1154.881,633.5816,487.269,395.352,313.2737,311.238
AcylGlcADG(16:0_22:2_12:0)+NH4,1024.803,631.566,359.2064,393.3363,313.2737,183.1754
AcylGlcADG(16:0_22:2_14:0)+NH4,1052.834,631.566,387.2377,393.3363,313.2737,211.2067
AcylGlcADG(16:0_22:2_14:1)+NH4,1050.818,631.566,385.2221,393.3363,313.2737,209.1911
AcylGlcADG(16:0_22:2_16:0)+NH4,1080.865,631.566,415.269,393.3363,313.2737,239.238
AcylGlcADG(16:0_22:2_16:1)+NH4,1078.85,631.566,413.2534,393.3363,313.2737,237.2224
AcylGlcADG(16:0_22:2_16:2)+NH4,1076.834,631.566,411.2377,393.3363,313.2737,235.2067
AcylGlcADG(16:0_22:2_16:3)+NH4,1074.818,631.566,409.2221,393.3363,313.2737,233.1911
AcylGlcADG(16:0_22:2_16:4)+NH4,1072.803,631.566,407.2064,393.3363,313.2737,231.1754
AcylGlcADG(16:0_22:2_18:0)+NH4,1108.897,631.566,443.3003,393.3363,313.2737,267.2693
AcylGlcADG(16:0_22:2_18:1)+NH4,1106.881,631.566,441.2847,393.3363,313.2737,265.2537
AcylGlcADG(16:0_22:2_18:2)+NH4,1104.865,631.566,439.269,393.3363,313.2737,263.238
AcylGlcADG(16:0_22:2_18:3)+NH4,1102.85,631.566,437.2534,393.3363,313.2737,261.2224
AcylGlcADG(16:0_22:2_18:4)+NH4,1100.834,631.566,435.2377,393.3363,313.2737,259.2067
AcylGlcADG(16:0_22:2_18:5)+NH4,1098.818,631.566,433.2221,393.3363,313.2737,257.1911
AcylGlcADG(16:0_22:2_20:0)+NH4,1136.928,631.566,471.3316,393.3363,313.2737,295.3006
AcylGlcADG(16:0_22:2_20:1)+NH4,1134.912,631.566,469.316,393.3363,313.2737,293.285
AcylGlcADG(16:0_22:2_20:2)+NH4,1132.897,631.566,467.3003,393.3363,313.2737,291.2693
AcylGlcADG(16:0_22:2_20:3)+NH4,1130.881,631.566,465.2847,393.3363,313.2737,289.2537
AcylGlcADG(16:0_22:2_20:4)+NH4,1128.865,631.566,463.269,393.3363,313.2737,287.238
AcylGlcADG(16:0_22:2_20:5)+NH4,1126.85,631.566,461.2534,393.3363,313.2737,285.2224
AcylGlcADG(16:0_22:2_22:0)+NH4,1164.959,631.566,499.3629,393.3363,313.2737,323.3319
AcylGlcADG(16:0_22:2_22:1)+NH4,1162.944,631.566,497.3473,393.3363,313.2737,321.3163
AcylGlcADG(16:0_22:2_22:2)+NH4,1160.928,631.566,495.3316,393.3363,313.2737,319.3006
AcylGlcADG(16:0_22:2_22:3)+NH4,1158.912,631.566,493.316,393.3363,313.2737,317.285
AcylGlcADG(16:0_22:2_22:4)+NH4,1156.897,631.566,491.3003,393.3363,313.2737,315.2693
AcylGlcADG(16:0_22:2_22:5)+NH4,1154.881,631.566,489.2847,393.3363,313.2737,313.2537
AcylGlcADG(16:0_22:2_22:6)+NH4,1152.865,631.566,487.269,393.3363,313.2737,311.238
AcylGlcADG(16:0_22:3_12:0)+NH4,1022.787,629.5504,359.2064,391.3207,313.2737,183.1754
AcylGlcADG(16:0_22:3_14:0)+NH4,1050.818,629.5504,387.2377,391.3207,313.2737,211.2067
AcylGlcADG(16:0_22:3_14:1)+NH4,1048.803,629.5504,385.2221,391.3207,313.2737,209.1911
AcylGlcADG(16:0_22:3_16:0)+NH4,1078.85,629.5504,415.269,391.3207,313.2737,239.238
AcylGlcADG(16:0_22:3_16:1)+NH4,1076.834,629.5504,413.2534,391.3207,313.2737,237.2224
AcylGlcADG(16:0_22:3_16:2)+NH4,1074.818,629.5504,411.2377,391.3207,313.2737,235.2067
AcylGlcADG(16:0_22:3_16:3)+NH4,1072.803,629.5504,409.2221,391.3207,313.2737,233.1911
AcylGlcADG(16:0_22:3_16:4)+NH4,1070.787,629.5504,407.2064,391.3207,313.2737,231.1754
AcylGlcADG(16:0_22:3_18:0)+NH4,1106.881,629.5504,443.3003,391.3207,313.2737,267.2693
AcylGlcADG(16:0_22:3_18:1)+NH4,1104.865,629.5504,441.2847,391.3207,313.2737,265.2537
AcylGlcADG(16:0_22:3_18:2)+NH4,1102.85,629.5504,439.269,391.3207,313.2737,263.238
AcylGlcADG(16:0_22:3_18:3)+NH4,1100.834,629.5504,437.2534,391.3207,313.2737,261.2224
AcylGlcADG(16:0_22:3_18:4)+NH4,1098.818,629.5504,435.2377,391.3207,313.2737,259.2067
AcylGlcADG(16:0_22:3_18:5)+NH4,1096.803,629.5504,433.2221,391.3207,313.2737,257.1911
AcylGlcADG(16:0_22:3_20:0)+NH4,1134.912,629.5504,471.3316,391.3207,313.2737,295.3006
AcylGlcADG(16:0_22:3_20:1)+NH4,1132.897,629.5504,469.316,391.3207,313.2737,293.285
AcylGlcADG(16:0_22:3_20:2)+NH4,1130.881,629.5504,467.3003,391.3207,313.2737,291.2693
AcylGlcADG(16:0_22:3_20:3)+NH4,1128.865,629.5504,465.2847,391.3207,313.2737,289.2537
AcylGlcADG(16:0_22:3_20:4)+NH4,1126.85,629.5504,463.269,391.3207,313.2737,287.238
AcylGlcADG(16:0_22:3_20:5)+NH4,1124.834,629.5504,461.2534,391.3207,313.2737,285.2224
AcylGlcADG(16:0_22:3_22:0)+NH4,1162.944,629.5504,499.3629,391.3207,313.2737,323.3319
AcylGlcADG(16:0_22:3_22:1)+NH4,1160.928,629.5504,497.3473,391.3207,313.2737,321.3163
AcylGlcADG(16:0_22:3_22:2)+NH4,1158.912,629.5504,495.3316,391.3207,313.2737,319.3006
AcylGlcADG(16:0_22:3_22:3)+NH4,1156.897,629.5504,493.316,391.3207,313.2737,317.285
AcylGlcADG(16:0_22:3_22:4)+NH4,1154.881,629.5504,491.3003,391.3207,313.2737,315.2693
AcylGlcADG(16:0_22:3_22:5)+NH4,1152.865,629.5504,489.2847,391.3207,313.2737,313.2537
AcylGlcADG(16:0_22:3_22:6)+NH4,1150.85,629.5504,487.269,391.3207,313.2737,311.238
AcylGlcADG(16:0_22:4_12:0)+NH4,1020.771,627.5347,359.2064,389.3051,313.2737,183.1754
AcylGlcADG(16:0_22:4_14:0)+NH4,1048.803,627.5347,387.2377,389.3051,313.2737,211.2067
AcylGlcADG(16:0_22:4_14:1)+NH4,1046.787,627.5347,385.2221,389.3051,313.2737,209.1911
AcylGlcADG(16:0_22:4_16:0)+NH4,1076.834,627.5347,415.269,389.3051,313.2737,239.238
AcylGlcADG(16:0_22:4_16:1)+NH4,1074.818,627.5347,413.2534,389.3051,313.2737,237.2224
AcylGlcADG(16:0_22:4_16:2)+NH4,1072.803,627.5347,411.2377,389.3051,313.2737,235.2067
AcylGlcADG(16:0_22:4_16:3)+NH4,1070.787,627.5347,409.2221,389.3051,313.2737,233.1911
AcylGlcADG(16:0_22:4_16:4)+NH4,1068.771,627.5347,407.2064,389.3051,313.2737,231.1754
AcylGlcADG(16:0_22:4_18:0)+NH4,1104.865,627.5347,443.3003,389.3051,313.2737,267.2693
AcylGlcADG(16:0_22:4_18:1)+NH4,1102.85,627.5347,441.2847,389.3051,313.2737,265.2537
AcylGlcADG(16:0_22:4_18:2)+NH4,1100.834,627.5347,439.269,389.3051,313.2737,263.238
AcylGlcADG(16:0_22:4_18:3)+NH4,1098.818,627.5347,437.2534,389.3051,313.2737,261.2224
AcylGlcADG(16:0_22:4_18:4)+NH4,1096.803,627.5347,435.2377,389.3051,313.2737,259.2067
AcylGlcADG(16:0_22:4_18:5)+NH4,1094.787,627.5347,433.2221,389.3051,313.2737,257.1911
AcylGlcADG(16:0_22:4_20:0)+NH4,1132.897,627.5347,471.3316,389.3051,313.2737,295.3006
AcylGlcADG(16:0_22:4_20:1)+NH4,1130.881,627.5347,469.316,389.3051,313.2737,293.285
AcylGlcADG(16:0_22:4_20:2)+NH4,1128.865,627.5347,467.3003,389.3051,313.2737,291.2693
AcylGlcADG(16:0_22:4_20:3)+NH4,1126.85,627.5347,465.2847,389.3051,313.2737,289.2537
AcylGlcADG(16:0_22:4_20:4)+NH4,1124.834,627.5347,463.269,389.3051,313.2737,287.238
AcylGlcADG(16:0_22:4_20:5)+NH4,1122.818,627.5347,461.2534,389.3051,313.2737,285.2224
AcylGlcADG(16:0_22:4_22:0)+NH4,1160.928,627.5347,499.3629,389.3051,313.2737,323.3319
AcylGlcADG(16:0_22:4_22:1)+NH4,1158.912,627.5347,497.3473,389.3051,313.2737,321.3163
AcylGlcADG(16:0_22:4_22:2)+NH4,1156.897,627.5347,495.3316,389.3051,313.2737,319.3006
AcylGlcADG(16:0_22:4_22:3)+NH4,1154.881,627.5347,493.316,389.3051,313.2737,317.285
AcylGlcADG(16:0_22:4_22:4)+NH4,1152.865,627.5347,491.3003,389.3051,313.2737,315.2693
AcylGlcADG(16:0_22:4_22:5)+NH4,1150.85,627.5347,489.2847,389.3051,313.2737,313.2537
AcylGlcADG(16:0_22:4_22:6)+NH4,1148.834,627.5347,487.269,389.3051,313.2737,311.238
AcylGlcADG(16:0_22:5_12:0)+NH4,1018.756,625.519,359.2064,387.2894,313.2737,183.1754
AcylGlcADG(16:0_22:5_14:0)+NH4,1046.787,625.519,387.2377,387.2894,313.2737,211.2067
AcylGlcADG(16:0_22:5_14:1)+NH4,1044.771,625.519,385.2221,387.2894,313.2737,209.1911
AcylGlcADG(16:0_22:5_16:0)+NH4,1074.818,625.519,415.269,387.2894,313.2737,239.238
AcylGlcADG(16:0_22:5_16:1)+NH4,1072.803,625.519,413.2534,387.2894,313.2737,237.2224
AcylGlcADG(16:0_22:5_16:2)+NH4,1070.787,625.519,411.2377,387.2894,313.2737,235.2067
AcylGlcADG(16:0_22:5_16:3)+NH4,1068.771,625.519,409.2221,387.2894,313.2737,233.1911
AcylGlcADG(16:0_22:5_16:4)+NH4,1066.756,625.519,407.2064,387.2894,313.2737,231.1754
AcylGlcADG(16:0_22:5_18:0)+NH4,1102.85,625.519,443.3003,387.2894,313.2737,267.2693
AcylGlcADG(16:0_22:5_18:1)+NH4,1100.834,625.519,441.2847,387.2894,313.2737,265.2537
AcylGlcADG(16:0_22:5_18:2)+NH4,1098.818,625.519,439.269,387.2894,313.2737,263.238
AcylGlcADG(16:0_22:5_18:3)+NH4,1096.803,625.519,437.2534,387.2894,313.2737,261.2224
AcylGlcADG(16:0_22:5_18:4)+NH4,1094.787,625.519,435.2377,387.2894,313.2737,259.2067
AcylGlcADG(16:0_22:5_18:5)+NH4,1092.771,625.519,433.2221,387.2894,313.2737,257.1911
AcylGlcADG(16:0_22:5_20:0)+NH4,1130.881,625.519,471.3316,387.2894,313.2737,295.3006
AcylGlcADG(16:0_22:5_20:1)+NH4,1128.865,625.519,469.316,387.2894,313.2737,293.285
AcylGlcADG(16:0_22:5_20:2)+NH4,1126.85,625.519,467.3003,387.2894,313.2737,291.2693
AcylGlcADG(16:0_22:5_20:3)+NH4,1124.834,625.519,465.2847,387.2894,313.2737,289.2537
AcylGlcADG(16:0_22:5_20:4)+NH4,1122.818,625.519,463.269,387.2894,313.2737,287.238
AcylGlcADG(16:0_22:5_20:5)+NH4,1120.803,625.519,461.2534,387.2894,313.2737,285.2224
AcylGlcADG(16:0_22:5_22:0)+NH4,1158.912,625.519,499.3629,387.2894,313.2737,323.3319
AcylGlcADG(16:0_22:5_22:1)+NH4,1156.897,625.519,497.3473,387.2894,313.2737,321.3163
AcylGlcADG(16:0_22:5_22:2)+NH4,1154.881,625.519,495.3316,387.2894,313.2737,319.3006
AcylGlcADG(16:0_22:5_22:3)+NH4,1152.865,625.519,493.316,387.2894,313.2737,317.285
AcylGlcADG(16:0_22:5_22:4)+NH4,1150.85,625.519,491.3003,387.2894,313.2737,315.2693
AcylGlcADG(16:0_22:5_22:5)+NH4,1148.834,625.519,489.2847,387.2894,313.2737,313.2537
AcylGlcADG(16:0_22:5_22:6)+NH4,1146.818,625.519,487.269,387.2894,313.2737,311.238
AcylGlcADG(16:0_22:6_12:0)+NH4,1016.74,623.5034,359.2064,385.2737,313.2737,183.1754
AcylGlcADG(16:0_22:6_14:0)+NH4,1044.771,623.5034,387.2377,385.2737,313.2737,211.2067
AcylGlcADG(16:0_22:6_14:1)+NH4,1042.756,623.5034,385.2221,385.2737,313.2737,209.1911
AcylGlcADG(16:0_22:6_16:0)+NH4,1072.803,623.5034,415.269,385.2737,313.2737,239.238
AcylGlcADG(16:0_22:6_16:1)+NH4,1070.787,623.5034,413.2534,385.2737,313.2737,237.2224
AcylGlcADG(16:0_22:6_16:2)+NH4,1068.771,623.5034,411.2377,385.2737,313.2737,235.2067
AcylGlcADG(16:0_22:6_16:3)+NH4,1066.756,623.5034,409.2221,385.2737,313.2737,233.1911
AcylGlcADG(16:0_22:6_16:4)+NH4,1064.74,623.5034,407.2064,385.2737,313.2737,231.1754
AcylGlcADG(16:0_22:6_18:0)+NH4,1100.834,623.5034,443.3003,385.2737,313.2737,267.2693
AcylGlcADG(16:0_22:6_18:1)+NH4,1098.818,623.5034,441.2847,385.2737,313.2737,265.2537
AcylGlcADG(16:0_22:6_18:2)+NH4,1096.803,623.5034,439.269,385.2737,313.2737,263.238
AcylGlcADG(16:0_22:6_18:3)+NH4,1094.787,623.5034,437.2534,385.2737,313.2737,261.2224
AcylGlcADG(16:0_22:6_18:4)+NH4,1092.771,623.5034,435.2377,385.2737,313.2737,259.2067
AcylGlcADG(16:0_22:6_18:5)+NH4,1090.756,623.5034,433.2221,385.2737,313.2737,257.1911
AcylGlcADG(16:0_22:6_20:0)+NH4,1128.865,623.5034,471.3316,385.2737,313.2737,295.3006
AcylGlcADG(16:0_22:6_20:1)+NH4,1126.85,623.5034,469.316,385.2737,313.2737,293.285
AcylGlcADG(16:0_22:6_20:2)+NH4,1124.834,623.5034,467.3003,385.2737,313.2737,291.2693
AcylGlcADG(16:0_22:6_20:3)+NH4,1122.818,623.5034,465.2847,385.2737,313.2737,289.2537
AcylGlcADG(16:0_22:6_20:4)+NH4,1120.803,623.5034,463.269,385.2737,313.2737,287.238
AcylGlcADG(16:0_22:6_20:5)+NH4,1118.787,623.5034,461.2534,385.2737,313.2737,285.2224
AcylGlcADG(16:0_22:6_22:0)+NH4,1156.897,623.5034,499.3629,385.2737,313.2737,323.3319
AcylGlcADG(16:0_22:6_22:1)+NH4,1154.881,623.5034,497.3473,385.2737,313.2737,321.3163
AcylGlcADG(16:0_22:6_22:2)+NH4,1152.865,623.5034,495.3316,385.2737,313.2737,319.3006
AcylGlcADG(16:0_22:6_22:3)+NH4,1150.85,623.5034,493.316,385.2737,313.2737,317.285
AcylGlcADG(16:0_22:6_22:4)+NH4,1148.834,623.5034,491.3003,385.2737,313.2737,315.2693
AcylGlcADG(16:0_22:6_22:5)+NH4,1146.818,623.5034,489.2847,385.2737,313.2737,313.2537
AcylGlcADG(16:0_22:6_22:6)+NH4,1144.803,623.5034,487.269,385.2737,313.2737,311.238
AcylGlcADG(16:1_16:1_12:0)+NH4,940.7089,547.4721,359.2064,311.2581,311.2581,183.1754
AcylGlcADG(16:1_16:1_14:0)+NH4,968.7402,547.4721,387.2377,311.2581,311.2581,211.2067
AcylGlcADG(16:1_16:1_14:1)+NH4,966.7245,547.4721,385.2221,311.2581,311.2581,209.1911
AcylGlcADG(16:1_16:1_16:0)+NH4,996.7715,547.4721,415.269,311.2581,311.2581,239.238
AcylGlcADG(16:1_16:1_16:1)+NH4,994.7559,547.4721,413.2534,311.2581,311.2581,237.2224
AcylGlcADG(16:1_16:1_16:2)+NH4,992.7402,547.4721,411.2377,311.2581,311.2581,235.2067
AcylGlcADG(16:1_16:1_16:3)+NH4,990.7245,547.4721,409.2221,311.2581,311.2581,233.1911
AcylGlcADG(16:1_16:1_16:4)+NH4,988.7089,547.4721,407.2064,311.2581,311.2581,231.1754
AcylGlcADG(16:1_16:1_18:0)+NH4,1024.803,547.4721,443.3003,311.2581,311.2581,267.2693
AcylGlcADG(16:1_16:1_18:1)+NH4,1022.787,547.4721,441.2847,311.2581,311.2581,265.2537
AcylGlcADG(16:1_16:1_18:2)+NH4,1020.771,547.4721,439.269,311.2581,311.2581,263.238
AcylGlcADG(16:1_16:1_18:3)+NH4,1018.756,547.4721,437.2534,311.2581,311.2581,261.2224
AcylGlcADG(16:1_16:1_18:4)+NH4,1016.74,547.4721,435.2377,311.2581,311.2581,259.2067
AcylGlcADG(16:1_16:1_18:5)+NH4,1014.725,547.4721,433.2221,311.2581,311.2581,257.1911
AcylGlcADG(16:1_16:1_20:0)+NH4,1052.834,547.4721,471.3316,311.2581,311.2581,295.3006
AcylGlcADG(16:1_16:1_20:1)+NH4,1050.818,547.4721,469.316,311.2581,311.2581,293.285
AcylGlcADG(16:1_16:1_20:2)+NH4,1048.803,547.4721,467.3003,311.2581,311.2581,291.2693
AcylGlcADG(16:1_16:1_20:3)+NH4,1046.787,547.4721,465.2847,311.2581,311.2581,289.2537
AcylGlcADG(16:1_16:1_20:4)+NH4,1044.771,547.4721,463.269,311.2581,311.2581,287.238
AcylGlcADG(16:1_16:1_20:5)+NH4,1042.756,547.4721,461.2534,311.2581,311.2581,285.2224
AcylGlcADG(16:1_16:1_22:0)+NH4,1080.865,547.4721,499.3629,311.2581,311.2581,323.3319
AcylGlcADG(16:1_16:1_22:1)+NH4,1078.85,547.4721,497.3473,311.2581,311.2581,321.3163
AcylGlcADG(16:1_16:1_22:2)+NH4,1076.834,547.4721,495.3316,311.2581,311.2581,319.3006
AcylGlcADG(16:1_16:1_22:3)+NH4,1074.818,547.4721,493.316,311.2581,311.2581,317.285
AcylGlcADG(16:1_16:1_22:4)+NH4,1072.803,547.4721,491.3003,311.2581,311.2581,315.2693
AcylGlcADG(16:1_16:1_22:5)+NH4,1070.787,547.4721,489.2847,311.2581,311.2581,313.2537
AcylGlcADG(16:1_16:1_22:6)+NH4,1068.771,547.4721,487.269,311.2581,311.2581,311.238
AcylGlcADG(16:1_16:2_12:0)+NH4,938.6932,545.4564,359.2064,309.2424,311.2581,183.1754
AcylGlcADG(16:1_16:2_14:0)+NH4,966.7245,545.4564,387.2377,309.2424,311.2581,211.2067
AcylGlcADG(16:1_16:2_14:1)+NH4,964.7089,545.4564,385.2221,309.2424,311.2581,209.1911
AcylGlcADG(16:1_16:2_16:0)+NH4,994.7559,545.4564,415.269,309.2424,311.2581,239.238
AcylGlcADG(16:1_16:2_16:1)+NH4,992.7402,545.4564,413.2534,309.2424,311.2581,237.2224
AcylGlcADG(16:1_16:2_16:2)+NH4,990.7245,545.4564,411.2377,309.2424,311.2581,235.2067
AcylGlcADG(16:1_16:2_16:3)+NH4,988.7089,545.4564,409.2221,309.2424,311.2581,233.1911
AcylGlcADG(16:1_16:2_16:4)+NH4,986.6932,545.4564,407.2064,309.2424,311.2581,231.1754
AcylGlcADG(16:1_16:2_18:0)+NH4,1022.787,545.4564,443.3003,309.2424,311.2581,267.2693
AcylGlcADG(16:1_16:2_18:1)+NH4,1020.771,545.4564,441.2847,309.2424,311.2581,265.2537
AcylGlcADG(16:1_16:2_18:2)+NH4,1018.756,545.4564,439.269,309.2424,311.2581,263.238
AcylGlcADG(16:1_16:2_18:3)+NH4,1016.74,545.4564,437.2534,309.2424,311.2581,261.2224
AcylGlcADG(16:1_16:2_18:4)+NH4,1014.725,545.4564,435.2377,309.2424,311.2581,259.2067
AcylGlcADG(16:1_16:2_18:5)+NH4,1012.709,545.4564,433.2221,309.2424,311.2581,257.1911
AcylGlcADG(16:1_16:2_20:0)+NH4,1050.818,545.4564,471.3316,309.2424,311.2581,295.3006
AcylGlcADG(16:1_16:2_20:1)+NH4,1048.803,545.4564,469.316,309.2424,311.2581,293.285
AcylGlcADG(16:1_16:2_20:2)+NH4,1046.787,545.4564,467.3003,309.2424,311.2581,291.2693
AcylGlcADG(16:1_16:2_20:3)+NH4,1044.771,545.4564,465.2847,309.2424,311.2581,289.2537
AcylGlcADG(16:1_16:2_20:4)+NH4,1042.756,545.4564,463.269,309.2424,311.2581,287.238
AcylGlcADG(16:1_16:2_20:5)+NH4,1040.74,545.4564,461.2534,309.2424,311.2581,285.2224
AcylGlcADG(16:1_16:2_22:0)+NH4,1078.85,545.4564,499.3629,309.2424,311.2581,323.3319
AcylGlcADG(16:1_16:2_22:1)+NH4,1076.834,545.4564,497.3473,309.2424,311.2581,321.3163
AcylGlcADG(16:1_16:2_22:2)+NH4,1074.818,545.4564,495.3316,309.2424,311.2581,319.3006
AcylGlcADG(16:1_16:2_22:3)+NH4,1072.803,545.4564,493.316,309.2424,311.2581,317.285
AcylGlcADG(16:1_16:2_22:4)+NH4,1070.787,545.4564,491.3003,309.2424,311.2581,315.2693
AcylGlcADG(16:1_16:2_22:5)+NH4,1068.771,545.4564,489.2847,309.2424,311.2581,313.2537
AcylGlcADG(16:1_16:2_22:6)+NH4,1066.756,545.4564,487.269,309.2424,311.2581,311.238
AcylGlcADG(16:1_16:3_12:0)+NH4,936.6776,543.4408,359.2064,307.2268,311.2581,183.1754
AcylGlcADG(16:1_16:3_14:0)+NH4,964.7089,543.4408,387.2377,307.2268,311.2581,211.2067
AcylGlcADG(16:1_16:3_14:1)+NH4,962.6932,543.4408,385.2221,307.2268,311.2581,209.1911
AcylGlcADG(16:1_16:3_16:0)+NH4,992.7402,543.4408,415.269,307.2268,311.2581,239.238
AcylGlcADG(16:1_16:3_16:1)+NH4,990.7245,543.4408,413.2534,307.2268,311.2581,237.2224
AcylGlcADG(16:1_16:3_16:2)+NH4,988.7089,543.4408,411.2377,307.2268,311.2581,235.2067
AcylGlcADG(16:1_16:3_16:3)+NH4,986.6932,543.4408,409.2221,307.2268,311.2581,233.1911
AcylGlcADG(16:1_16:3_16:4)+NH4,984.6776,543.4408,407.2064,307.2268,311.2581,231.1754
AcylGlcADG(16:1_16:3_18:0)+NH4,1020.771,543.4408,443.3003,307.2268,311.2581,267.2693
AcylGlcADG(16:1_16:3_18:1)+NH4,1018.756,543.4408,441.2847,307.2268,311.2581,265.2537
AcylGlcADG(16:1_16:3_18:2)+NH4,1016.74,543.4408,439.269,307.2268,311.2581,263.238
AcylGlcADG(16:1_16:3_18:3)+NH4,1014.725,543.4408,437.2534,307.2268,311.2581,261.2224
AcylGlcADG(16:1_16:3_18:4)+NH4,1012.709,543.4408,435.2377,307.2268,311.2581,259.2067
AcylGlcADG(16:1_16:3_18:5)+NH4,1010.693,543.4408,433.2221,307.2268,311.2581,257.1911
AcylGlcADG(16:1_16:3_20:0)+NH4,1048.803,543.4408,471.3316,307.2268,311.2581,295.3006
AcylGlcADG(16:1_16:3_20:1)+NH4,1046.787,543.4408,469.316,307.2268,311.2581,293.285
AcylGlcADG(16:1_16:3_20:2)+NH4,1044.771,543.4408,467.3003,307.2268,311.2581,291.2693
AcylGlcADG(16:1_16:3_20:3)+NH4,1042.756,543.4408,465.2847,307.2268,311.2581,289.2537
AcylGlcADG(16:1_16:3_20:4)+NH4,1040.74,543.4408,463.269,307.2268,311.2581,287.238
AcylGlcADG(16:1_16:3_20:5)+NH4,1038.725,543.4408,461.2534,307.2268,311.2581,285.2224
AcylGlcADG(16:1_16:3_22:0)+NH4,1076.834,543.4408,499.3629,307.2268,311.2581,323.3319
AcylGlcADG(16:1_16:3_22:1)+NH4,1074.818,543.4408,497.3473,307.2268,311.2581,321.3163
AcylGlcADG(16:1_16:3_22:2)+NH4,1072.803,543.4408,495.3316,307.2268,311.2581,319.3006
AcylGlcADG(16:1_16:3_22:3)+NH4,1070.787,543.4408,493.316,307.2268,311.2581,317.285
AcylGlcADG(16:1_16:3_22:4)+NH4,1068.771,543.4408,491.3003,307.2268,311.2581,315.2693
AcylGlcADG(16:1_16:3_22:5)+NH4,1066.756,543.4408,489.2847,307.2268,311.2581,313.2537
AcylGlcADG(16:1_16:3_22:6)+NH4,1064.74,543.4408,487.269,307.2268,311.2581,311.238
AcylGlcADG(16:1_16:4_12:0)+NH4,934.6619,541.4251,359.2064,305.2112,311.2581,183.1754
AcylGlcADG(16:1_16:4_14:0)+NH4,962.6932,541.4251,387.2377,305.2112,311.2581,211.2067
AcylGlcADG(16:1_16:4_14:1)+NH4,960.6776,541.4251,385.2221,305.2112,311.2581,209.1911
AcylGlcADG(16:1_16:4_16:0)+NH4,990.7245,541.4251,415.269,305.2112,311.2581,239.238
AcylGlcADG(16:1_16:4_16:1)+NH4,988.7089,541.4251,413.2534,305.2112,311.2581,237.2224
AcylGlcADG(16:1_16:4_16:2)+NH4,986.6932,541.4251,411.2377,305.2112,311.2581,235.2067
AcylGlcADG(16:1_16:4_16:3)+NH4,984.6776,541.4251,409.2221,305.2112,311.2581,233.1911
AcylGlcADG(16:1_16:4_16:4)+NH4,982.6619,541.4251,407.2064,305.2112,311.2581,231.1754
AcylGlcADG(16:1_16:4_18:0)+NH4,1018.756,541.4251,443.3003,305.2112,311.2581,267.2693
AcylGlcADG(16:1_16:4_18:1)+NH4,1016.74,541.4251,441.2847,305.2112,311.2581,265.2537
AcylGlcADG(16:1_16:4_18:2)+NH4,1014.725,541.4251,439.269,305.2112,311.2581,263.238
AcylGlcADG(16:1_16:4_18:3)+NH4,1012.709,541.4251,437.2534,305.2112,311.2581,261.2224
