ether-TG,[M+NH4]+,NL R2COOH,NL R3COOH,RCO_2,RCO_3,RCO2+74.0368,RCO3+74.0368,RCO2+74-H2O,RCO3+74-H2O
plasmenyl-TG(P-16:1_18:1_22:1)+NH4,914.8537,615.5711,559.5085,265.25264,321.31524,339.2894364,395.3520364,321.2788714,377.3414714
plasmenyl-TG(P-16:1_18:1_22:2)+NH4,912.838,613.5554,559.5085,265.25264,319.29954,339.2894364,393.3363364,321.2788714,375.3257714
plasmenyl-TG(P-16:1_18:1_22:3)+NH4,910.8224,611.5398,559.5085,265.25264,317.28394,339.2894364,391.3207364,321.2788714,373.3101714
plasmenyl-TG(P-16:1_18:1_22:4)+NH4,908.8067,609.5241,559.5085,265.25264,315.26824,339.2894364,389.3050364,321.2788714,371.2944714
plasmenyl-TG(P-16:1_18:1_22:5)+NH4,906.7911,607.5085,559.5085,265.25264,313.25264,339.2894364,387.2894364,321.2788714,369.2788714
plasmenyl-TG(P-16:1_18:1_22:6)+NH4,904.7754,605.4928,559.5085,265.25264,311.23694,339.2894364,385.2737364,321.2788714,367.2631714
plasmenyl-TG(P-16:1_18:1_23:0)+NH4,930.885,631.6024,559.5085,265.25264,337.34654,339.2894364,411.3833364,321.2788714,393.3727714
plasmenyl-TG(P-16:1_18:1_24:0)+NH4,944.9006,645.618,559.5085,265.25264,351.36214,339.2894364,425.3989364,321.2788714,407.3883714
plasmenyl-TG(P-16:1_18:1_24:1)+NH4,942.885,643.6024,559.5085,265.25264,349.34654,339.2894364,423.3833364,321.2788714,405.3727714
plasmenyl-TG(P-16:1_18:1_25:0)+NH4,958.9163,659.6337,559.5085,265.25264,365.37784,339.2894364,439.4146364,321.2788714,421.4040714
plasmenyl-TG(P-16:1_18:1_26:0)+NH4,972.9319,673.6493,559.5085,265.25264,379.39344,339.2894364,453.4302364,321.2788714,435.4196714
plasmenyl-TG(P-16:1_18:2_18:2)+NH4,854.7597,557.4928,557.4928,263.23694,263.23694,337.2737364,337.2737364,319.2631714,319.2631714
plasmenyl-TG(P-16:1_18:2_18:3)+NH4,852.7441,555.4772,557.4928,263.23694,261.22134,337.2737364,335.2581364,319.2631714,317.2475714
plasmenyl-TG(P-16:1_18:2_18:4)+NH4,850.7284,553.4615,557.4928,263.23694,259.20564,337.2737364,333.2424364,319.2631714,315.2318714
plasmenyl-TG(P-16:1_18:2_19:0)+NH4,872.8067,575.5398,557.4928,263.23694,281.28394,337.2737364,355.3207364,319.2631714,337.3101714
plasmenyl-TG(P-16:1_18:2_20:0)+NH4,886.8223,589.5554,557.4928,263.23694,295.29954,337.2737364,369.3363364,319.2631714,351.3257714
plasmenyl-TG(P-16:1_18:2_20:1)+NH4,884.8067,587.5398,557.4928,263.23694,293.28394,337.2737364,367.3207364,319.2631714,349.3101714
plasmenyl-TG(P-16:1_18:2_20:2)+NH4,882.791,585.5241,557.4928,263.23694,291.26824,337.2737364,365.3050364,319.2631714,347.2944714
plasmenyl-TG(P-16:1_18:2_20:3)+NH4,880.7754,583.5085,557.4928,263.23694,289.25264,337.2737364,363.2894364,319.2631714,345.2788714
plasmenyl-TG(P-16:1_18:2_20:4)+NH4,878.7597,581.4928,557.4928,263.23694,287.23694,337.2737364,361.2737364,319.2631714,343.2631714
plasmenyl-TG(P-16:1_18:2_20:5)+NH4,876.7441,579.4772,557.4928,263.23694,285.22134,337.2737364,359.2581364,319.2631714,341.2475714
plasmenyl-TG(P-16:1_18:2_21:0)+NH4,900.838,603.5711,557.4928,263.23694,309.31524,337.2737364,383.3520364,319.2631714,365.3414714
plasmenyl-TG(P-16:1_18:2_22:0)+NH4,914.8536,617.5867,557.4928,263.23694,323.33084,337.2737364,397.3676364,319.2631714,379.3570714
plasmenyl-TG(P-16:1_18:2_22:1)+NH4,912.838,615.5711,557.4928,263.23694,321.31524,337.2737364,395.3520364,319.2631714,377.3414714
plasmenyl-TG(P-16:1_18:2_22:2)+NH4,910.8223,613.5554,557.4928,263.23694,319.29954,337.2737364,393.3363364,319.2631714,375.3257714
plasmenyl-TG(P-16:1_18:2_22:3)+NH4,908.8067,611.5398,557.4928,263.23694,317.28394,337.2737364,391.3207364,319.2631714,373.3101714
plasmenyl-TG(P-16:1_18:2_22:4)+NH4,906.791,609.5241,557.4928,263.23694,315.26824,337.2737364,389.3050364,319.2631714,371.2944714
plasmenyl-TG(P-16:1_18:2_22:5)+NH4,904.7754,607.5085,557.4928,263.23694,313.25264,337.2737364,387.2894364,319.2631714,369.2788714
plasmenyl-TG(P-16:1_18:2_22:6)+NH4,902.7597,605.4928,557.4928,263.23694,311.23694,337.2737364,385.2737364,319.2631714,367.2631714
plasmenyl-TG(P-16:1_18:2_23:0)+NH4,928.8693,631.6024,557.4928,263.23694,337.34654,337.2737364,411.3833364,319.2631714,393.3727714
plasmenyl-TG(P-16:1_18:2_24:0)+NH4,942.8849,645.618,557.4928,263.23694,351.36214,337.2737364,425.3989364,319.2631714,407.3883714
plasmenyl-TG(P-16:1_18:2_24:1)+NH4,940.8693,643.6024,557.4928,263.23694,349.34654,337.2737364,423.3833364,319.2631714,405.3727714
plasmenyl-TG(P-16:1_18:2_25:0)+NH4,956.9006,659.6337,557.4928,263.23694,365.37784,337.2737364,439.4146364,319.2631714,421.4040714
plasmenyl-TG(P-16:1_18:2_26:0)+NH4,970.9162,673.6493,557.4928,263.23694,379.39344,337.2737364,453.4302364,319.2631714,435.4196714
plasmenyl-TG(P-16:1_18:3_18:3)+NH4,850.7285,555.4772,555.4772,261.22134,261.22134,335.2581364,335.2581364,317.2475714,317.2475714
plasmenyl-TG(P-16:1_18:3_18:4)+NH4,848.7128,553.4615,555.4772,261.22134,259.20564,335.2581364,333.2424364,317.2475714,315.2318714
plasmenyl-TG(P-16:1_18:3_19:0)+NH4,870.7911,575.5398,555.4772,261.22134,281.28394,335.2581364,355.3207364,317.2475714,337.3101714
plasmenyl-TG(P-16:1_18:3_20:0)+NH4,884.8067,589.5554,555.4772,261.22134,295.29954,335.2581364,369.3363364,317.2475714,351.3257714
plasmenyl-TG(P-16:1_18:3_20:1)+NH4,882.7911,587.5398,555.4772,261.22134,293.28394,335.2581364,367.3207364,317.2475714,349.3101714
plasmenyl-TG(P-16:1_18:3_20:2)+NH4,880.7754,585.5241,555.4772,261.22134,291.26824,335.2581364,365.3050364,317.2475714,347.2944714
plasmenyl-TG(P-16:1_18:3_20:3)+NH4,878.7598,583.5085,555.4772,261.22134,289.25264,335.2581364,363.2894364,317.2475714,345.2788714
plasmenyl-TG(P-16:1_18:3_20:4)+NH4,876.7441,581.4928,555.4772,261.22134,287.23694,335.2581364,361.2737364,317.2475714,343.2631714
plasmenyl-TG(P-16:1_18:3_20:5)+NH4,874.7285,579.4772,555.4772,261.22134,285.22134,335.2581364,359.2581364,317.2475714,341.2475714
plasmenyl-TG(P-16:1_18:3_21:0)+NH4,898.8224,603.5711,555.4772,261.22134,309.31524,335.2581364,383.3520364,317.2475714,365.3414714
plasmenyl-TG(P-16:1_18:3_22:0)+NH4,912.838,617.5867,555.4772,261.22134,323.33084,335.2581364,397.3676364,317.2475714,379.3570714
plasmenyl-TG(P-16:1_18:3_22:1)+NH4,910.8224,615.5711,555.4772,261.22134,321.31524,335.2581364,395.3520364,317.2475714,377.3414714
plasmenyl-TG(P-16:1_18:3_22:2)+NH4,908.8067,613.5554,555.4772,261.22134,319.29954,335.2581364,393.3363364,317.2475714,375.3257714
plasmenyl-TG(P-16:1_18:3_22:3)+NH4,906.7911,611.5398,555.4772,261.22134,317.28394,335.2581364,391.3207364,317.2475714,373.3101714
plasmenyl-TG(P-16:1_18:3_22:4)+NH4,904.7754,609.5241,555.4772,261.22134,315.26824,335.2581364,389.3050364,317.2475714,371.2944714
plasmenyl-TG(P-16:1_18:3_22:5)+NH4,902.7598,607.5085,555.4772,261.22134,313.25264,335.2581364,387.2894364,317.2475714,369.2788714
plasmenyl-TG(P-16:1_18:3_22:6)+NH4,900.7441,605.4928,555.4772,261.22134,311.23694,335.2581364,385.2737364,317.2475714,367.2631714
plasmenyl-TG(P-16:1_18:3_23:0)+NH4,926.8537,631.6024,555.4772,261.22134,337.34654,335.2581364,411.3833364,317.2475714,393.3727714
plasmenyl-TG(P-16:1_18:3_24:0)+NH4,940.8693,645.618,555.4772,261.22134,351.36214,335.2581364,425.3989364,317.2475714,407.3883714
plasmenyl-TG(P-16:1_18:3_24:1)+NH4,938.8537,643.6024,555.4772,261.22134,349.34654,335.2581364,423.3833364,317.2475714,405.3727714
plasmenyl-TG(P-16:1_18:3_25:0)+NH4,954.885,659.6337,555.4772,261.22134,365.37784,335.2581364,439.4146364,317.2475714,421.4040714
plasmenyl-TG(P-16:1_18:3_26:0)+NH4,968.9006,673.6493,555.4772,261.22134,379.39344,335.2581364,453.4302364,317.2475714,435.4196714
plasmenyl-TG(P-16:1_18:4_18:4)+NH4,846.6971,553.4615,553.4615,259.20564,259.20564,333.2424364,333.2424364,315.2318714,315.2318714
plasmenyl-TG(P-16:1_18:4_19:0)+NH4,868.7754,575.5398,553.4615,259.20564,281.28394,333.2424364,355.3207364,315.2318714,337.3101714
plasmenyl-TG(P-16:1_18:4_20:0)+NH4,882.791,589.5554,553.4615,259.20564,295.29954,333.2424364,369.3363364,315.2318714,351.3257714
plasmenyl-TG(P-16:1_18:4_20:1)+NH4,880.7754,587.5398,553.4615,259.20564,293.28394,333.2424364,367.3207364,315.2318714,349.3101714
plasmenyl-TG(P-16:1_18:4_20:2)+NH4,878.7597,585.5241,553.4615,259.20564,291.26824,333.2424364,365.3050364,315.2318714,347.2944714
plasmenyl-TG(P-16:1_18:4_20:3)+NH4,876.7441,583.5085,553.4615,259.20564,289.25264,333.2424364,363.2894364,315.2318714,345.2788714
plasmenyl-TG(P-16:1_18:4_20:4)+NH4,874.7284,581.4928,553.4615,259.20564,287.23694,333.2424364,361.2737364,315.2318714,343.2631714
plasmenyl-TG(P-16:1_18:4_20:5)+NH4,872.7128,579.4772,553.4615,259.20564,285.22134,333.2424364,359.2581364,315.2318714,341.2475714
plasmenyl-TG(P-16:1_18:4_21:0)+NH4,896.8067,603.5711,553.4615,259.20564,309.31524,333.2424364,383.3520364,315.2318714,365.3414714
plasmenyl-TG(P-16:1_18:4_22:0)+NH4,910.8223,617.5867,553.4615,259.20564,323.33084,333.2424364,397.3676364,315.2318714,379.3570714
plasmenyl-TG(P-16:1_18:4_22:1)+NH4,908.8067,615.5711,553.4615,259.20564,321.31524,333.2424364,395.3520364,315.2318714,377.3414714
plasmenyl-TG(P-16:1_18:4_22:2)+NH4,906.791,613.5554,553.4615,259.20564,319.29954,333.2424364,393.3363364,315.2318714,375.3257714
plasmenyl-TG(P-16:1_18:4_22:3)+NH4,904.7754,611.5398,553.4615,259.20564,317.28394,333.2424364,391.3207364,315.2318714,373.3101714
plasmenyl-TG(P-16:1_18:4_22:4)+NH4,902.7597,609.5241,553.4615,259.20564,315.26824,333.2424364,389.3050364,315.2318714,371.2944714
plasmenyl-TG(P-16:1_18:4_22:5)+NH4,900.7441,607.5085,553.4615,259.20564,313.25264,333.2424364,387.2894364,315.2318714,369.2788714
plasmenyl-TG(P-16:1_18:4_22:6)+NH4,898.7284,605.4928,553.4615,259.20564,311.23694,333.2424364,385.2737364,315.2318714,367.2631714
plasmenyl-TG(P-16:1_18:4_23:0)+NH4,924.838,631.6024,553.4615,259.20564,337.34654,333.2424364,411.3833364,315.2318714,393.3727714
plasmenyl-TG(P-16:1_18:4_24:0)+NH4,938.8536,645.618,553.4615,259.20564,351.36214,333.2424364,425.3989364,315.2318714,407.3883714
plasmenyl-TG(P-16:1_18:4_24:1)+NH4,936.838,643.6024,553.4615,259.20564,349.34654,333.2424364,423.3833364,315.2318714,405.3727714
plasmenyl-TG(P-16:1_18:4_25:0)+NH4,952.8693,659.6337,553.4615,259.20564,365.37784,333.2424364,439.4146364,315.2318714,421.4040714
plasmenyl-TG(P-16:1_18:4_26:0)+NH4,966.8849,673.6493,553.4615,259.20564,379.39344,333.2424364,453.4302364,315.2318714,435.4196714
plasmenyl-TG(P-16:1_19:0_19:0)+NH4,890.8537,575.5398,575.5398,281.28394,281.28394,355.3207364,355.3207364,337.3101714,337.3101714
plasmenyl-TG(P-16:1_19:0_20:0)+NH4,904.8693,589.5554,575.5398,281.28394,295.29954,355.3207364,369.3363364,337.3101714,351.3257714
plasmenyl-TG(P-16:1_19:0_20:1)+NH4,902.8537,587.5398,575.5398,281.28394,293.28394,355.3207364,367.3207364,337.3101714,349.3101714
plasmenyl-TG(P-16:1_19:0_20:2)+NH4,900.838,585.5241,575.5398,281.28394,291.26824,355.3207364,365.3050364,337.3101714,347.2944714
plasmenyl-TG(P-16:1_19:0_20:3)+NH4,898.8224,583.5085,575.5398,281.28394,289.25264,355.3207364,363.2894364,337.3101714,345.2788714
plasmenyl-TG(P-16:1_19:0_20:4)+NH4,896.8067,581.4928,575.5398,281.28394,287.23694,355.3207364,361.2737364,337.3101714,343.2631714
plasmenyl-TG(P-16:1_19:0_20:5)+NH4,894.7911,579.4772,575.5398,281.28394,285.22134,355.3207364,359.2581364,337.3101714,341.2475714
plasmenyl-TG(P-16:1_19:0_21:0)+NH4,918.885,603.5711,575.5398,281.28394,309.31524,355.3207364,383.3520364,337.3101714,365.3414714
plasmenyl-TG(P-16:1_19:0_22:0)+NH4,932.9006,617.5867,575.5398,281.28394,323.33084,355.3207364,397.3676364,337.3101714,379.3570714
plasmenyl-TG(P-16:1_19:0_22:1)+NH4,930.885,615.5711,575.5398,281.28394,321.31524,355.3207364,395.3520364,337.3101714,377.3414714
plasmenyl-TG(P-16:1_19:0_22:2)+NH4,928.8693,613.5554,575.5398,281.28394,319.29954,355.3207364,393.3363364,337.3101714,375.3257714
plasmenyl-TG(P-16:1_19:0_22:3)+NH4,926.8537,611.5398,575.5398,281.28394,317.28394,355.3207364,391.3207364,337.3101714,373.3101714
plasmenyl-TG(P-16:1_19:0_22:4)+NH4,924.838,609.5241,575.5398,281.28394,315.26824,355.3207364,389.3050364,337.3101714,371.2944714
plasmenyl-TG(P-16:1_19:0_22:5)+NH4,922.8224,607.5085,575.5398,281.28394,313.25264,355.3207364,387.2894364,337.3101714,369.2788714
plasmenyl-TG(P-16:1_19:0_22:6)+NH4,920.8067,605.4928,575.5398,281.28394,311.23694,355.3207364,385.2737364,337.3101714,367.2631714
plasmenyl-TG(P-16:1_19:0_23:0)+NH4,946.9163,631.6024,575.5398,281.28394,337.34654,355.3207364,411.3833364,337.3101714,393.3727714
plasmenyl-TG(P-16:1_19:0_24:0)+NH4,960.9319,645.618,575.5398,281.28394,351.36214,355.3207364,425.3989364,337.3101714,407.3883714
plasmenyl-TG(P-16:1_19:0_24:1)+NH4,958.9163,643.6024,575.5398,281.28394,349.34654,355.3207364,423.3833364,337.3101714,405.3727714
plasmenyl-TG(P-16:1_19:0_25:0)+NH4,974.9476,659.6337,575.5398,281.28394,365.37784,355.3207364,439.4146364,337.3101714,421.4040714
plasmenyl-TG(P-16:1_19:0_26:0)+NH4,988.9632,673.6493,575.5398,281.28394,379.39344,355.3207364,453.4302364,337.3101714,435.4196714
plasmenyl-TG(P-16:1_20:0_20:0)+NH4,918.8849,589.5554,589.5554,295.29954,295.29954,369.3363364,369.3363364,351.3257714,351.3257714
plasmenyl-TG(P-16:1_20:0_20:1)+NH4,916.8693,587.5398,589.5554,295.29954,293.28394,369.3363364,367.3207364,351.3257714,349.3101714
plasmenyl-TG(P-16:1_20:0_20:2)+NH4,914.8536,585.5241,589.5554,295.29954,291.26824,369.3363364,365.3050364,351.3257714,347.2944714
plasmenyl-TG(P-16:1_20:0_20:3)+NH4,912.838,583.5085,589.5554,295.29954,289.25264,369.3363364,363.2894364,351.3257714,345.2788714
plasmenyl-TG(P-16:1_20:0_20:4)+NH4,910.8223,581.4928,589.5554,295.29954,287.23694,369.3363364,361.2737364,351.3257714,343.2631714
plasmenyl-TG(P-16:1_20:0_20:5)+NH4,908.8067,579.4772,589.5554,295.29954,285.22134,369.3363364,359.2581364,351.3257714,341.2475714
plasmenyl-TG(P-16:1_20:0_21:0)+NH4,932.9006,603.5711,589.5554,295.29954,309.31524,369.3363364,383.3520364,351.3257714,365.3414714
plasmenyl-TG(P-16:1_20:0_22:0)+NH4,946.9162,617.5867,589.5554,295.29954,323.33084,369.3363364,397.3676364,351.3257714,379.3570714
plasmenyl-TG(P-16:1_20:0_22:1)+NH4,944.9006,615.5711,589.5554,295.29954,321.31524,369.3363364,395.3520364,351.3257714,377.3414714
plasmenyl-TG(P-16:1_20:0_22:2)+NH4,942.8849,613.5554,589.5554,295.29954,319.29954,369.3363364,393.3363364,351.3257714,375.3257714
plasmenyl-TG(P-16:1_20:0_22:3)+NH4,940.8693,611.5398,589.5554,295.29954,317.28394,369.3363364,391.3207364,351.3257714,373.3101714
plasmenyl-TG(P-16:1_20:0_22:4)+NH4,938.8536,609.5241,589.5554,295.29954,315.26824,369.3363364,389.3050364,351.3257714,371.2944714
plasmenyl-TG(P-16:1_20:0_22:5)+NH4,936.838,607.5085,589.5554,295.29954,313.25264,369.3363364,387.2894364,351.3257714,369.2788714
plasmenyl-TG(P-16:1_20:0_22:6)+NH4,934.8223,605.4928,589.5554,295.29954,311.23694,369.3363364,385.2737364,351.3257714,367.2631714
plasmenyl-TG(P-16:1_20:0_23:0)+NH4,960.9319,631.6024,589.5554,295.29954,337.34654,369.3363364,411.3833364,351.3257714,393.3727714
plasmenyl-TG(P-16:1_20:0_24:0)+NH4,974.9475,645.618,589.5554,295.29954,351.36214,369.3363364,425.3989364,351.3257714,407.3883714
plasmenyl-TG(P-16:1_20:0_24:1)+NH4,972.9319,643.6024,589.5554,295.29954,349.34654,369.3363364,423.3833364,351.3257714,405.3727714
plasmenyl-TG(P-16:1_20:0_25:0)+NH4,988.9632,659.6337,589.5554,295.29954,365.37784,369.3363364,439.4146364,351.3257714,421.4040714
plasmenyl-TG(P-16:1_20:0_26:0)+NH4,1002.9788,673.6493,589.5554,295.29954,379.39344,369.3363364,453.4302364,351.3257714,435.4196714
plasmenyl-TG(P-16:1_20:1_20:1)+NH4,914.8537,587.5398,587.5398,293.28394,293.28394,367.3207364,367.3207364,349.3101714,349.3101714
plasmenyl-TG(P-16:1_20:1_20:2)+NH4,912.838,585.5241,587.5398,293.28394,291.26824,367.3207364,365.3050364,349.3101714,347.2944714
plasmenyl-TG(P-16:1_20:1_20:3)+NH4,910.8224,583.5085,587.5398,293.28394,289.25264,367.3207364,363.2894364,349.3101714,345.2788714
plasmenyl-TG(P-16:1_20:1_20:4)+NH4,908.8067,581.4928,587.5398,293.28394,287.23694,367.3207364,361.2737364,349.3101714,343.2631714
plasmenyl-TG(P-16:1_20:1_20:5)+NH4,906.7911,579.4772,587.5398,293.28394,285.22134,367.3207364,359.2581364,349.3101714,341.2475714
plasmenyl-TG(P-16:1_20:1_21:0)+NH4,930.885,603.5711,587.5398,293.28394,309.31524,367.3207364,383.3520364,349.3101714,365.3414714
plasmenyl-TG(P-16:1_20:1_22:0)+NH4,944.9006,617.5867,587.5398,293.28394,323.33084,367.3207364,397.3676364,349.3101714,379.3570714
plasmenyl-TG(P-16:1_20:1_22:1)+NH4,942.885,615.5711,587.5398,293.28394,321.31524,367.3207364,395.3520364,349.3101714,377.3414714
plasmenyl-TG(P-16:1_20:1_22:2)+NH4,940.8693,613.5554,587.5398,293.28394,319.29954,367.3207364,393.3363364,349.3101714,375.3257714
plasmenyl-TG(P-16:1_20:1_22:3)+NH4,938.8537,611.5398,587.5398,293.28394,317.28394,367.3207364,391.3207364,349.3101714,373.3101714
plasmenyl-TG(P-16:1_20:1_22:4)+NH4,936.838,609.5241,587.5398,293.28394,315.26824,367.3207364,389.3050364,349.3101714,371.2944714
plasmenyl-TG(P-16:1_20:1_22:5)+NH4,934.8224,607.5085,587.5398,293.28394,313.25264,367.3207364,387.2894364,349.3101714,369.2788714
plasmenyl-TG(P-16:1_20:1_22:6)+NH4,932.8067,605.4928,587.5398,293.28394,311.23694,367.3207364,385.2737364,349.3101714,367.2631714
plasmenyl-TG(P-16:1_20:1_23:0)+NH4,958.9163,631.6024,587.5398,293.28394,337.34654,367.3207364,411.3833364,349.3101714,393.3727714
plasmenyl-TG(P-16:1_20:1_24:0)+NH4,972.9319,645.618,587.5398,293.28394,351.36214,367.3207364,425.3989364,349.3101714,407.3883714
plasmenyl-TG(P-16:1_20:1_24:1)+NH4,970.9163,643.6024,587.5398,293.28394,349.34654,367.3207364,423.3833364,349.3101714,405.3727714
plasmenyl-TG(P-16:1_20:1_25:0)+NH4,986.9476,659.6337,587.5398,293.28394,365.37784,367.3207364,439.4146364,349.3101714,421.4040714
plasmenyl-TG(P-16:1_20:1_26:0)+NH4,1000.9632,673.6493,587.5398,293.28394,379.39344,367.3207364,453.4302364,349.3101714,435.4196714
plasmenyl-TG(P-16:1_20:2_20:2)+NH4,910.8223,585.5241,585.5241,291.26824,291.26824,365.3050364,365.3050364,347.2944714,347.2944714
plasmenyl-TG(P-16:1_20:2_20:3)+NH4,908.8067,583.5085,585.5241,291.26824,289.25264,365.3050364,363.2894364,347.2944714,345.2788714
plasmenyl-TG(P-16:1_20:2_20:4)+NH4,906.791,581.4928,585.5241,291.26824,287.23694,365.3050364,361.2737364,347.2944714,343.2631714
plasmenyl-TG(P-16:1_20:2_20:5)+NH4,904.7754,579.4772,585.5241,291.26824,285.22134,365.3050364,359.2581364,347.2944714,341.2475714
plasmenyl-TG(P-16:1_20:2_21:0)+NH4,928.8693,603.5711,585.5241,291.26824,309.31524,365.3050364,383.3520364,347.2944714,365.3414714
plasmenyl-TG(P-16:1_20:2_22:0)+NH4,942.8849,617.5867,585.5241,291.26824,323.33084,365.3050364,397.3676364,347.2944714,379.3570714
plasmenyl-TG(P-16:1_20:2_22:1)+NH4,940.8693,615.5711,585.5241,291.26824,321.31524,365.3050364,395.3520364,347.2944714,377.3414714
plasmenyl-TG(P-16:1_20:2_22:2)+NH4,938.8536,613.5554,585.5241,291.26824,319.29954,365.3050364,393.3363364,347.2944714,375.3257714
plasmenyl-TG(P-16:1_20:2_22:3)+NH4,936.838,611.5398,585.5241,291.26824,317.28394,365.3050364,391.3207364,347.2944714,373.3101714
plasmenyl-TG(P-16:1_20:2_22:4)+NH4,934.8223,609.5241,585.5241,291.26824,315.26824,365.3050364,389.3050364,347.2944714,371.2944714
plasmenyl-TG(P-16:1_20:2_22:5)+NH4,932.8067,607.5085,585.5241,291.26824,313.25264,365.3050364,387.2894364,347.2944714,369.2788714
plasmenyl-TG(P-16:1_20:2_22:6)+NH4,930.791,605.4928,585.5241,291.26824,311.23694,365.3050364,385.2737364,347.2944714,367.2631714
plasmenyl-TG(P-16:1_20:2_23:0)+NH4,956.9006,631.6024,585.5241,291.26824,337.34654,365.3050364,411.3833364,347.2944714,393.3727714
plasmenyl-TG(P-16:1_20:2_24:0)+NH4,970.9162,645.618,585.5241,291.26824,351.36214,365.3050364,425.3989364,347.2944714,407.3883714
plasmenyl-TG(P-16:1_20:2_24:1)+NH4,968.9006,643.6024,585.5241,291.26824,349.34654,365.3050364,423.3833364,347.2944714,405.3727714
plasmenyl-TG(P-16:1_20:2_25:0)+NH4,984.9319,659.6337,585.5241,291.26824,365.37784,365.3050364,439.4146364,347.2944714,421.4040714
plasmenyl-TG(P-16:1_20:2_26:0)+NH4,998.9475,673.6493,585.5241,291.26824,379.39344,365.3050364,453.4302364,347.2944714,435.4196714
plasmenyl-TG(P-16:1_20:3_20:3)+NH4,906.7911,583.5085,583.5085,289.25264,289.25264,363.2894364,363.2894364,345.2788714,345.2788714
plasmenyl-TG(P-16:1_20:3_20:4)+NH4,904.7754,581.4928,583.5085,289.25264,287.23694,363.2894364,361.2737364,345.2788714,343.2631714
plasmenyl-TG(P-16:1_20:3_20:5)+NH4,902.7598,579.4772,583.5085,289.25264,285.22134,363.2894364,359.2581364,345.2788714,341.2475714
plasmenyl-TG(P-16:1_20:3_21:0)+NH4,926.8537,603.5711,583.5085,289.25264,309.31524,363.2894364,383.3520364,345.2788714,365.3414714
plasmenyl-TG(P-16:1_20:3_22:0)+NH4,940.8693,617.5867,583.5085,289.25264,323.33084,363.2894364,397.3676364,345.2788714,379.3570714
plasmenyl-TG(P-16:1_20:3_22:1)+NH4,938.8537,615.5711,583.5085,289.25264,321.31524,363.2894364,395.3520364,345.2788714,377.3414714
plasmenyl-TG(P-16:1_20:3_22:2)+NH4,936.838,613.5554,583.5085,289.25264,319.29954,363.2894364,393.3363364,345.2788714,375.3257714
plasmenyl-TG(P-16:1_20:3_22:3)+NH4,934.8224,611.5398,583.5085,289.25264,317.28394,363.2894364,391.3207364,345.2788714,373.3101714
plasmenyl-TG(P-16:1_20:3_22:4)+NH4,932.8067,609.5241,583.5085,289.25264,315.26824,363.2894364,389.3050364,345.2788714,371.2944714
plasmenyl-TG(P-16:1_20:3_22:5)+NH4,930.7911,607.5085,583.5085,289.25264,313.25264,363.2894364,387.2894364,345.2788714,369.2788714
plasmenyl-TG(P-16:1_20:3_22:6)+NH4,928.7754,605.4928,583.5085,289.25264,311.23694,363.2894364,385.2737364,345.2788714,367.2631714
plasmenyl-TG(P-16:1_20:3_23:0)+NH4,954.885,631.6024,583.5085,289.25264,337.34654,363.2894364,411.3833364,345.2788714,393.3727714
plasmenyl-TG(P-16:1_20:3_24:0)+NH4,968.9006,645.618,583.5085,289.25264,351.36214,363.2894364,425.3989364,345.2788714,407.3883714
plasmenyl-TG(P-16:1_20:3_24:1)+NH4,966.885,643.6024,583.5085,289.25264,349.34654,363.2894364,423.3833364,345.2788714,405.3727714
plasmenyl-TG(P-16:1_20:3_25:0)+NH4,982.9163,659.6337,583.5085,289.25264,365.37784,363.2894364,439.4146364,345.2788714,421.4040714
plasmenyl-TG(P-16:1_20:3_26:0)+NH4,996.9319,673.6493,583.5085,289.25264,379.39344,363.2894364,453.4302364,345.2788714,435.4196714
plasmenyl-TG(P-16:1_20:4_20:4)+NH4,902.7597,581.4928,581.4928,287.23694,287.23694,361.2737364,361.2737364,343.2631714,343.2631714
plasmenyl-TG(P-16:1_20:4_20:5)+NH4,900.7441,579.4772,581.4928,287.23694,285.22134,361.2737364,359.2581364,343.2631714,341.2475714
